Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Att_Shot,Shot/90,Shot_Accuracy
877,Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,es La Liga,36,1986,6.8,2,20,4,20.0,2.92,0.58,0.05,0.25,16.2,0,1,1,2.9,2.1,0.10,-0.9,-1.1,Matches,20.0,2.9411764705882355,20.0
882,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30,1991,16.5,2,20,5,25.0,1.21,0.30,0.10,0.40,18.6,0,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches,20.0,1.2121212121212122,25.0
883,Ansu Fati,es ESP,FW,Barcelona,es La Liga,19,2002,15.5,7,61,18,29.5,3.94,1.16,0.11,0.39,15.0,3,0,0,9.1,9.1,0.16,-2.1,-2.1,Matches,61.0,3.935483870967742,29.5
884,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18,2004,8.0,0,8,3,37.5,1.00,0.38,0.00,0.00,21.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,8.0,1.0,37.5
886,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35,1987,11.9,1,11,2,18.2,0.92,0.17,0.09,0.50,10.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,11.0,0.9243697478991596,18.2
887,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,19,2003,9.2,0,14,1,7.1,1.53,0.11,0.00,0.00,20.5,1,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,14.0,1.5217391304347827,7.1
889,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29,1993,10.7,2,24,6,25.0,2.25,0.56,0.04,0.17,21.5,9,1,1,2.4,1.6,0.07,-0.4,-0.6,Matches,24.0,2.2429906542056077,25.0
890,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33,1989,15.8,0,13,1,7.7,0.83,0.06,0.00,0.00,9.0,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches,13.0,0.8227848101265822,7.7
892,Luiz Felipe,it ITA,DF,Betis,es La Liga,25,1997,19.6,0,3,1,33.3,0.15,0.05,0.00,0.00,11.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,3.0,0.1530612244897959,33.3
893,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,22,1999,10.5,4,46,16,34.8,4.40,1.53,0.09,0.25,18.0,3,0,0,4.9,4.9,0.11,-0.9,-0.9,Matches,46.0,4.380952380952381,34.8
894,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,22,1999,7.2,4,26,12,46.2,3.60,1.66,0.15,0.33,18.9,1,0,0,2.6,2.6,0.10,+1.4,+1.4,Matches,26.0,3.611111111111111,46.2
895,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,24,1997,16.1,0,4,1,25.0,0.25,0.06,0.00,0.00,9.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,4.0,0.24844720496894407,25.0
897,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,17,2004,10.6,6,36,17,47.2,3.41,1.61,0.17,0.35,15.2,0,0,0,5.3,5.3,0.15,+0.7,+0.7,Matches,36.0,3.3962264150943398,47.2
898,Lewis Ferguson,sct SCO,"MF,FW",Bologna,it Serie A,22,1999,25.7,7,43,18,41.9,1.67,0.70,0.16,0.39,15.5,0,0,0,4.7,4.7,0.11,+2.3,+2.3,Matches,43.0,1.6731517509727627,41.9
899,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,27,1994,36.8,8,90,32,35.6,2.44,0.87,0.07,0.19,20.8,6,2,2,9.3,7.7,0.09,-1.3,-1.7,Matches,90.0,2.4456521739130435,35.6
900,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26,1996,27.1,0,15,3,20.0,0.55,0.11,0.00,0.00,25.0,4,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,15.0,0.5535055350553505,20.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
902,Álex Fernández,es ESP,"MF,FW",Cádiz,es La Liga,29,1992,17.5,3,16,8,50.0,0.91,0.46,0.13,0.25,12.9,0,1,1,2.7,1.9,0.12,+0.3,+0.1,Matches,16.0,0.9142857142857143,50.0
904,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26,1996,7.0,1,21,5,23.8,3.00,0.71,0.05,0.20,13.1,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches,21.0,3.0,23.8
905,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,21,2001,17.2,0,20,3,15.0,1.16,0.17,0.00,0.00,25.7,2,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches,20.0,1.1627906976744187,15.0
907,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26,1996,24.0,1,10,1,10.0,0.42,0.04,0.10,1.00,13.5,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches,10.0,0.4166666666666667,10.0
914,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,30,1992,30.4,1,14,2,14.3,0.46,0.07,0.07,0.50,24.1,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches,14.0,0.46052631578947373,14.3
915,Fidel,es ESP,"MF,FW",Elche,es La Liga,32,1989,19.0,3,13,2,15.4,0.68,0.11,0.15,1.00,15.6,0,1,1,2.3,1.5,0.11,+0.7,+0.5,Matches,13.0,0.6842105263157895,15.4
918,Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,30,1991,13.5,11,39,25,64.1,2.89,1.85,0.28,0.44,12.3,0,0,0,5.5,5.5,0.14,+5.5,+5.5,Matches,39.0,2.888888888888889,64.1
919,Junior Firpo,do DOM,DF,Leeds United,eng Premier League,25,1996,15.2,1,2,1,50.0,0.13,0.07,0.50,1.00,12.2,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches,2.0,0.13157894736842105,50.0
920,Kilian Fischer,de GER,"DF,FW",Wolfsburg,de Bundesliga,21,2000,5.6,0,3,1,33.3,0.54,0.18,0.00,0.00,19.8,0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matches,3.0,0.5357142857142857,33.3
922,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22,2000,5.7,0,2,1,50.0,0.35,0.18,0.00,0.00,24.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,2.0,0.3508771929824561,50.0
923,Alexis Flips,fr FRA,"FW,MF",Reims,fr Ligue 1,22,2000,22.0,4,53,20,37.7,2.41,0.91,0.08,0.20,24.1,9,0,0,3.9,3.9,0.07,+0.1,+0.1,Matches,53.0,2.409090909090909,37.7
924,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,31,1991,2.3,0,5,1,20.0,2.22,0.44,0.00,0.00,16.2,1,0,0,0.8,0.8,0.15,-0.8,-0.8,Matches,5.0,2.173913043478261,20.0
925,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22,2000,20.5,11,46,22,47.8,2.25,1.07,0.24,0.50,15.3,1,0,0,5.9,5.9,0.13,+5.1,+5.1,Matches,46.0,2.2439024390243905,47.8
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
926,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27,1995,34.1,7,82,22,26.8,2.40,0.64,0.07,0.27,19.9,0,1,2,9.3,7.7,0.09,-2.3,-1.7,Matches,82.0,2.404692082111437,26.8
927,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,21,2000,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,2.0,1.0,50.0
928,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,21,2000,13.1,1,6,2,33.3,0.46,0.15,0.17,0.50,11.4,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches,6.0,0.4580152671755725,33.3
930,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,23,1999,34.3,2,42,10,23.8,1.22,0.29,0.05,0.20,22.9,1,0,0,2.8,2.8,0.07,-0.8,-0.8,Matches,42.0,1.2244897959183674,23.8
931,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,27,1994,22.0,0,2,1,50.0,0.09,0.05,0.00,0.00,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,2.0,0.09090909090909091,50.0
932,José Fonte,pt POR,DF,Lille,fr Ligue 1,38,1983,28.8,1,14,2,14.3,0.49,0.07,0.07,0.50,12.3,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches,14.0,0.4861111111111111,14.3
933,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,26,1996,16.7,3,27,7,25.9,1.62,0.42,0.11,0.43,22.6,0,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches,27.0,1.6167664670658684,25.9
934,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,30,1991,16.5,6,21,9,42.9,1.28,0.55,0.19,0.44,18.1,1,2,2,4.9,3.3,0.16,+1.1,+0.7,Matches,21.0,1.2727272727272727,42.9
937,Philipp Förster,de GER,MF,Bochum,de Bundesliga,27,1995,14.5,3,17,6,35.3,1.17,0.41,0.18,0.50,20.2,2,0,0,1.4,1.4,0.08,+1.6,+1.6,Matches,17.0,1.1724137931034482,35.3
939,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,24,1998,2.1,0,3,2,66.7,1.41,0.94,0.00,0.00,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,3.0,1.4285714285714286,66.7
941,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,24,1998,21.8,1,14,4,28.6,0.64,0.18,0.07,0.25,13.7,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches,14.0,0.6422018348623852,28.6
944,Bartol Franjić,hr CRO,MF,Wolfsburg,de Bundesliga,22,2000,2.5,0,2,2,100.0,0.79,0.79,0.00,0.00,11.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches,2.0,0.8,100.0
945,Przemysław Frankowski,pl POL,"DF,MF",Lens,fr Ligue 1,27,1995,31.5,5,28,6,21.4,0.89,0.19,0.07,0.33,22.1,2,3,3,4.2,1.8,0.06,+0.8,+0.2,Matches,28.0,0.8888888888888888,21.4
946,Ryan Fraser,sct SCO,FW,Newcastle Utd,eng Premier League,28,1994,3.5,0,6,1,16.7,1.73,0.29,0.00,0.00,16.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,6.0,1.7142857142857142,16.7
947,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,22,1999,31.9,7,64,24,37.5,2.00,0.75,0.11,0.29,13.9,0,0,0,7.8,7.8,0.12,-0.8,-0.8,Matches,64.0,2.0062695924764893,37.5
949,Fred,br BRA,MF,Manchester Utd,eng Premier League,29,1993,13.9,2,26,5,19.2,1.87,0.36,0.08,0.40,19.5,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches,26.0,1.870503597122302,19.2
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
952,Remo Freuler,ch SUI,MF,Nott'ham Forest,eng Premier League,30,1992,24.0,0,8,1,12.5,0.33,0.04,0.00,0.00,20.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,8.0,0.3333333333333333,12.5
953,Michael Frey,ch SUI,FW,Schalke 04,de Bundesliga,28,1994,9.6,0,27,9,33.3,2.80,0.93,0.00,0.00,15.8,0,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches,27.0,2.8125,33.3
954,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,24,1998,28.8,0,6,1,16.7,0.21,0.03,0.00,0.00,20.8,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,6.0,0.20833333333333331,16.7
955,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,26,1995,13.9,1,9,4,44.4,0.65,0.29,0.11,0.25,12.9,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches,9.0,0.6474820143884892,44.4
956,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,21,2000,30.1,8,38,19,50.0,1.26,0.63,0.21,0.42,11.9,0,0,0,7.6,7.6,0.20,+0.4,+0.4,Matches,38.0,1.2624584717607972,50.0
957,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,24,1998,20.9,5,43,13,30.2,2.05,0.62,0.09,0.31,18.5,0,1,1,3.6,2.9,0.07,+1.4,+1.1,Matches,43.0,2.057416267942584,30.2
958,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,25,1996,9.5,1,12,8,66.7,1.26,0.84,0.08,0.13,15.7,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches,12.0,1.263157894736842,66.7
959,Angelo Fulgini,fr FRA,MF,Mainz 05,de Bundesliga,25,1996,5.8,0,8,4,50.0,1.37,0.69,0.00,0.00,18.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,8.0,1.3793103448275863,50.0
960,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,29,1993,27.5,16,74,32,43.2,2.69,1.16,0.15,0.34,16.0,0,5,5,12.8,8.6,0.12,+3.2,+2.4,Matches,74.0,2.690909090909091,43.2
962,Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,it Serie A,30,1991,26.2,7,72,28,38.9,2.75,1.07,0.10,0.25,19.3,6,0,0,7.4,7.4,0.10,-0.4,-0.4,Matches,72.0,2.7480916030534353,38.9
963,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,22,2000,0.8,1,7,5,71.4,8.29,5.92,0.14,0.20,18.3,0,0,0,1.1,1.1,0.15,-0.1,-0.1,Matches,7.0,8.75,71.4
964,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,28,1994,8.7,0,16,2,12.5,1.84,0.23,0.00,0.00,16.1,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches,16.0,1.8390804597701151,12.5
965,Adolfo Gaich,ar ARG,FW,Hellas Verona,it Serie A,23,1999,8.1,2,24,8,33.3,2.98,0.99,0.08,0.25,16.8,0,0,0,2.5,2.5,0.10,-0.5,-0.5,Matches,24.0,2.9629629629629632,33.3
966,Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,23,1999,16.2,7,39,12,30.8,2.41,0.74,0.18,0.58,14.8,0,0,0,6.2,6.2,0.16,+0.8,+0.8,Matches,39.0,2.4074074074074074,30.8
967,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,27,1994,35.1,0,13,1,7.7,0.37,0.03,0.00,0.00,22.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,13.0,0.37037037037037035,7.7
968,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,28,1993,27.2,0,10,2,20.0,0.37,0.07,0.00,0.00,25.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,10.0,0.36764705882352944,20.0
969,Pablo Galdames Millán,cl CHI,MF,Cremonese,it Serie A,25,1996,8.2,1,7,4,57.1,0.86,0.49,0.14,0.25,23.3,1,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,7.0,0.853658536585366,57.1
970,Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,22,2000,18.0,3,28,11,39.3,1.55,0.61,0.11,0.27,17.9,0,0,0,2.5,2.5,0.09,+0.5,+0.5,Matches,28.0,1.5555555555555556,39.3
971,Antonino Gallo,it ITA,DF,Lecce,it Serie A,22,2000,27.6,0,10,2,20.0,0.36,0.07,0.00,0.00,25.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,10.0,0.36231884057971014,20.0
973,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,32,1989,16.4,0,8,1,12.5,0.49,0.06,0.00,0.00,29.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,8.0,0.48780487804878053,12.5
974,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,35,1987,23.3,10,44,22,50.0,1.89,0.94,0.20,0.41,13.0,0,1,2,8.2,6.5,0.15,+1.8,+2.5,Matches,44.0,1.888412017167382,50.0
975,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,32,1989,28.6,0,15,6,40.0,0.52,0.21,0.00,0.00,25.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,15.0,0.5244755244755245,40.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
976,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,23,1999,16.9,5,33,14,42.4,1.95,0.83,0.15,0.36,13.0,0,0,0,3.7,3.7,0.11,+1.3,+1.3,Matches,33.0,1.9526627218934913,42.4
978,Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",Bochum,de Bundesliga,26,1996,2.7,0,9,3,33.3,3.28,1.09,0.00,0.00,20.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,9.0,3.333333333333333,33.3
979,Aleix García,es ESP,MF,Girona,es La Liga,25,1997,26.0,1,32,14,43.8,1.23,0.54,0.03,0.07,23.2,4,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches,32.0,1.2307692307692308,43.8
980,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,29,1992,31.9,5,52,21,40.4,1.63,0.66,0.10,0.24,17.7,0,0,0,3.6,3.6,0.07,+1.4,+1.4,Matches,52.0,1.6300940438871474,40.4
981,Borja García,es ESP,"MF,FW",Girona,es La Liga,31,1990,7.5,1,8,3,37.5,1.06,0.40,0.13,0.33,20.9,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches,8.0,1.0666666666666667,37.5
984,David García,es ESP,DF,Osasuna,es La Liga,28,1994,29.8,2,15,3,20.0,0.50,0.10,0.13,0.67,10.2,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches,15.0,0.5033557046979865,20.0
985,Eric García,es ESP,"DF,MF",Barcelona,es La Liga,21,2001,15.7,1,7,1,14.3,0.44,0.06,0.14,1.00,12.9,0,0,0,1.6,1.6,0.22,-0.6,-0.6,Matches,7.0,0.445859872611465,14.3
986,Fran Garcia,es ESP,DF,Rayo Vallecano,es La Liga,22,1999,37.9,2,30,11,36.7,0.79,0.29,0.07,0.18,27.9,0,0,0,1.2,1.2,0.04,+0.8,+0.8,Matches,30.0,0.79155672823219,36.7
988,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,36,1986,10.7,2,52,14,26.9,4.84,1.30,0.04,0.14,14.6,0,0,0,5.2,5.2,0.10,-3.2,-3.2,Matches,52.0,4.85981308411215,26.9
989,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,29,1993,12.9,2,20,4,20.0,1.55,0.31,0.10,0.50,19.1,1,0,0,1.8,1.8,0.09,+0.2,+0.2,Matches,20.0,1.5503875968992247,20.0
990,Unai García,es ESP,DF,Osasuna,es La Liga,30,1992,19.0,0,5,2,40.0,0.26,0.11,0.00,0.00,12.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,5.0,0.2631578947368421,40.0
991,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,eng Premier League,18,2004,6.3,3,24,9,37.5,3.80,1.42,0.13,0.33,16.3,0,0,0,3.0,3.0,0.13,0.0,0.0,Matches,24.0,3.8095238095238098,37.5
992,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,21,2001,8.9,0,9,3,33.3,1.01,0.34,0.00,0.00,22.3,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,9.0,1.0112359550561798,33.3
996,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,34,1988,28.9,4,19,9,47.4,0.66,0.31,0.21,0.44,24.8,1,0,0,1.2,1.2,0.06,+2.8,+2.8,Matches,19.0,0.6574394463667821,47.4
997,Federico Gatti,it ITA,DF,Juventus,it Serie A,24,1998,16.1,0,13,4,30.8,0.81,0.25,0.00,0.00,15.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,13.0,0.8074534161490683,30.8
998,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,17,2004,28.1,2,28,8,28.6,1.00,0.28,0.07,0.25,16.6,0,0,0,3.2,3.2,0.11,-1.2,-1.2,Matches,28.0,0.9964412811387899,28.6
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1002,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,24,1998,21.7,1,5,3,60.0,0.23,0.14,0.20,0.33,24.7,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches,5.0,0.2304147465437788,60.0
1003,Joe Gelhardt,eng ENG,FW,Leeds United,eng Premier League,20,2002,2.4,0,10,2,20.0,4.25,0.85,0.00,0.00,23.5,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,10.0,4.166666666666667,20.0
1005,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,23,1999,7.3,0,7,2,28.6,0.96,0.27,0.00,0.00,16.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,7.0,0.9589041095890412,28.6
1006,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,28,1994,20.7,6,27,13,48.1,1.30,0.63,0.22,0.46,12.0,0,0,0,5.7,5.7,0.21,+0.3,+0.3,Matches,27.0,1.3043478260869565,48.1
1007,Valère Germain,fr FRA,"FW,MF",Montpellier,fr Ligue 1,32,1990,7.6,2,19,6,31.6,2.49,0.78,0.11,0.33,12.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5,Matches,19.0,2.5,31.6
1008,Gerson,br BRA,MF,Marseille,fr Ligue 1,25,1997,4.6,2,9,6,66.7,1.94,1.29,0.22,0.33,15.8,0,0,0,0.8,0.8,0.09,+1.2,+1.2,Matches,9.0,1.956521739130435,66.7
1009,Ismaël Gharbi,es ESP,"MF,FW",Paris S-G,fr Ligue 1,18,2004,0.6,0,3,1,33.3,4.66,1.55,0.00,0.00,21.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,3.0,5.0,33.3
1010,Paolo Ghiglione,it ITA,DF,Cremonese,it Serie A,25,1997,7.9,1,7,2,28.6,0.89,0.25,0.14,0.50,17.0,0,0,0,0.8,0.8,0.12,+0.2,+0.2,Matches,7.0,0.8860759493670886,28.6
1011,Saman Ghoddos,ir IRN,"MF,FW",Brentford,eng Premier League,28,1993,1.5,0,1,1,100.0,0.65,0.65,0.00,0.00,19.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,1.0,0.6666666666666666,100.0
1013,Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,eng Premier League,22,2000,2.0,0,3,1,33.3,1.50,0.50,0.00,0.00,11.5,0,0,0,0.7,0.7,0.24,-0.7,-0.7,Matches,3.0,1.5,33.3
1014,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,22,2000,33.0,5,57,19,33.3,1.73,0.58,0.05,0.16,20.0,3,2,2,6.0,4.4,0.08,-1.0,-1.4,Matches,57.0,1.7272727272727273,33.3
1015,Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,30,1991,14.5,0,20,3,15.0,1.38,0.21,0.00,0.00,20.2,2,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,20.0,1.3793103448275863,15.0
1016,Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,28,1993,20.9,2,12,3,25.0,0.57,0.14,0.17,0.67,8.0,0,0,0,2.6,2.6,0.21,-0.6,-0.6,Matches,12.0,0.5741626794258373,25.0
1018,Bryan Gil,es ESP,"MF,FW",Tottenham,eng Premier League,21,2001,1.6,0,2,1,50.0,1.22,0.61,0.00,0.00,19.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,2.0,1.25,50.0
1019,Bryan Gil,es ESP,"FW,DF",Sevilla,es La Liga,21,2001,10.2,2,17,4,23.5,1.67,0.39,0.12,0.50,13.7,0,0,0,2.9,2.9,0.17,-0.9,-0.9,Matches,17.0,1.6666666666666667,23.5
1021,Óscar Gil,es ESP,DF,Espanyol,es La Liga,25,1997,28.4,0,11,2,18.2,0.39,0.07,0.00,0.00,18.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,11.0,0.38732394366197187,18.2
1023,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,21,2001,5.6,0,6,1,16.7,1.07,0.18,0.00,0.00,20.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,6.0,1.0714285714285714,16.7
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1026,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,28,1994,34.0,4,21,11,52.4,0.62,0.32,0.19,0.36,11.1,0,0,0,1.9,1.9,0.09,+2.1,+2.1,Matches,21.0,0.6176470588235294,52.4
1027,Andrei Girotto,br BRA,"DF,MF",Nantes,fr Ligue 1,30,1992,35.0,1,27,6,22.2,0.77,0.17,0.04,0.17,17.2,2,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,27.0,0.7714285714285715,22.2
1028,Olivier Giroud,fr FRA,FW,Milan,it Serie A,35,1986,23.8,13,77,29,37.7,3.24,1.22,0.13,0.34,12.7,6,3,3,12.7,10.4,0.14,+0.3,-0.4,Matches,77.0,3.235294117647059,37.7
1029,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,27,1995,21.6,14,81,40,49.4,3.76,1.85,0.16,0.33,15.5,1,1,1,11.2,10.4,0.13,+2.8,+2.6,Matches,81.0,3.7499999999999996,49.4
1030,Wilfried Gnonto,it ITA,"FW,MF",Leeds United,eng Premier League,18,2003,15.0,2,22,8,36.4,1.46,0.53,0.09,0.25,17.4,0,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches,22.0,1.4666666666666666,36.4
1034,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,26,1996,27.4,8,49,25,51.0,1.79,0.91,0.16,0.32,19.0,2,0,0,5.3,5.3,0.11,+2.7,+2.7,Matches,49.0,1.7883211678832118,51.0
1035,André Gomes,pt POR,MF,Lille,fr Ligue 1,29,1993,18.1,3,18,5,27.8,0.99,0.28,0.17,0.60,21.2,0,0,0,1.1,1.1,0.06,+1.9,+1.9,Matches,18.0,0.9944751381215469,27.8
1036,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,21,2000,31.3,2,55,17,30.9,1.76,0.54,0.02,0.06,23.2,4,1,1,4.6,3.8,0.07,-2.6,-2.8,Matches,55.0,1.7571884984025559,30.9
