,UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acceleration,Aerial Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Fitness,Off the Ball,One vs One,Pace,Passing,Penalty Taking,Positioning,Punching,Reflexes,Rushing Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate,Unnamed: 0,fm,normal
2571,19042304,nEU,Juan Jesus,1991-06-10,BRA,Italian Serie A,Napoli,Italy (Serie A),Left Only,Weak,Very Strong,"DL,DC",185,83 kg,31,€4.9M - €7.4M,"€154,000 p/m",220,3,,4,23,Physical,-,Wing-Back,Defend,DL,70,10,80,65,65,85,85,15,15,50,50,20,50,55,85,55,15,30,55,35,25,15,70,65,15,65,30,50,75,75,45,5,75,60,45,65,10,5,10,80,85,85,70,55,15,55,85,45,Parthenope,Napoli
2572,1401013,,Salvatore Sirigu,1987-01-12,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,GK,192,80 kg,35,€1.3M - €2.8M,"€108,000 p/m",446,-,,28,4,Shot Stopper,-,Sweeper Keeper,Defend,GK,45,70,50,65,70,70,75,70,75,65,65,15,15,70,85,30,25,10,40,35,35,70,35,80,60,70,15,10,10,65,15,65,50,40,25,70,65,75,65,45,65,15,80,40,65,35,40,45,Parthenope,Napoli
2573,53122155,,Leo Østigård,1999-11-28,NOR,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,DC,184,80 kg,22,€10M - €12.5M,"€102,000 p/m",136,8,Main,5,10,Leader,-,No-Nonsense Centre-Back,Stopper,DC,65,10,85,55,65,70,85,5,5,60,60,30,40,65,80,35,10,30,55,50,30,10,80,65,20,55,30,60,70,75,35,5,70,55,40,70,15,15,5,75,75,75,65,50,5,50,85,45,Parthenope,Napoli
2574,43280475,,Alessio Zerbin,1999-03-03,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Reasonable,"AMR,AML,ST",182,77 kg,23,€400K - €3.9M,"€38,500 p/m",127,25,,1,-,Physical,-,Inverted Winger,Support,AML,70,15,50,70,70,65,50,10,5,65,60,50,65,60,70,60,5,65,65,80,30,15,45,50,15,35,60,35,25,75,70,10,70,60,50,40,5,10,15,70,50,30,70,60,10,60,70,45,Parthenope,Napoli
2575,43317758,,Gianluca Gaetano,2000-05-05,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Reasonable,"MR,ML,MC,AMR,AML,AMC",183,74 kg,22,€1.3M - €12M,"€61,500 p/m",86,15,,0,3,Creative,-,Inverted Winger,Support,AML,65,5,45,70,65,55,40,15,15,45,40,65,60,55,70,75,5,60,70,70,65,5,35,40,5,35,60,30,30,75,70,15,65,65,65,45,10,10,15,75,50,35,70,70,5,65,60,45,Parthenope,Napoli
2576,43390940,Wnt,Alessandro Zanoli,2000-10-03,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Reasonable,"DR,DC",188,81 kg,21,€550K - €7.4M,"€9,250 p/m",47,1,,0,1,Physical,-,Full-Back,Defend,DR,65,15,45,60,65,70,60,5,15,60,70,40,55,60,65,45,15,30,55,30,30,5,55,65,15,35,40,70,60,70,60,5,70,55,35,65,5,15,15,70,70,70,65,55,20,50,65,45,Parthenope,Napoli
2577,49047042,Wnt,Karim Zedadka,2000-06-09,FRA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,"DL,WBL,ML,AML",182,65 kg,22,€0 - €55K,"€5,000 p/m",16,-,,0,-,Technical,-,Inverted Winger,Support,ML,65,20,60,60,55,35,65,10,15,60,60,45,50,50,40,60,15,40,70,65,40,5,50,50,5,40,40,50,35,75,35,15,70,60,40,25,15,10,5,60,35,30,45,70,15,45,45,45,Parthenope,Napoli
2578,2000048839,Wnt,Jorge Alastuey,2003-05-14,ESP,Italian Serie A,Napoli,Italy (Serie A),Left,Weak,Very Strong,"DM,MC,AMC",167,63 kg,19,€8K - €85K,"€5,000 p/m",-,-,,0,-,Creative,-,Advanced Playmaker,Support,MC,60,5,45,65,50,55,55,15,15,55,45,55,45,60,70,55,20,35,60,75,55,15,30,30,10,55,40,30,30,70,55,5,55,65,45,40,10,10,5,45,35,35,60,65,10,65,45,45,Parthenope,Napoli
2579,43609867,,Bilel Sahli,2003-04-16,TUN,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,"AMR,AML",183,79 kg,19,€2.5K - €24K,"€1,700 p/m",-,-,,0,-,Physical,-,Wide Target Forward,Attack,AMR,55,10,60,45,45,60,55,10,5,55,45,20,35,40,55,45,10,45,40,30,30,15,65,60,5,35,25,20,25,60,45,15,65,40,30,45,15,5,10,55,55,40,40,40,10,30,70,45,Parthenope,Napoli
2580,43461798,Wnt,Hubert Idasiak,2002-02-03,POL,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Reasonable,GK,185,67 kg,20,€35K - €350K,"€3,900 p/m",-,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,45,35,50,75,45,25,40,55,50,20,70,15,5,70,80,15,25,10,25,15,35,70,5,50,55,5,10,10,15,80,10,55,45,45,15,60,35,70,55,10,20,5,40,5,40,35,35,45,Parthenope,Napoli
2581,2000046024,Loa,Domenico Di Dona,2004-06-10,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,"MR,AMR",172,67 kg,18,€0 - €80K,"€1,100 p/m",-,-,,0,-,Physical,-,Winger,Support,AMR,60,5,60,50,40,40,55,10,5,45,35,30,40,40,65,40,15,35,40,35,25,15,30,30,15,20,25,20,30,55,40,10,65,40,30,45,5,15,5,50,45,30,45,35,10,35,70,45,Parthenope,Napoli
2582,43373207,,Davide Marfella,1999-09-15,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,GK,182,73 kg,22,€1.5K - €16K,"€5,750 p/m",73,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,60,55,55,70,55,60,55,50,55,45,60,15,5,40,60,15,30,15,35,25,15,55,30,60,60,30,5,15,15,65,30,60,55,40,10,60,40,65,65,40,35,5,30,25,55,35,45,45,Parthenope,Napoli
2583,2000098035,Yth,Enrico Giannini,2004-09-17,ITA,Italian Serie A,Napoli,Italy (Serie A),Left Only,Weak,Very Strong,"DL,WBL",174,65 kg,17,€3.5K - €35K,"€1,100 p/m",-,-,,0,-,Intelligent,-,Full-Back,Defend,DL,60,5,45,45,40,35,50,10,15,45,55,35,40,50,35,30,15,25,35,35,25,15,25,25,5,30,30,20,40,50,55,5,55,35,30,50,15,15,5,50,30,30,55,35,10,40,40,45,Parthenope,Napoli
2584,2000098037,Wnt,Matteo Marchisano,2004-10-06,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,"DR,WBR",186,74 kg,17,€110K - €325K,"€1,100 p/m",-,-,,0,-,Physical,-,Full-Back,Defend,DR,65,15,55,70,35,25,45,5,15,30,30,20,35,70,75,20,15,5,55,55,10,10,35,65,5,55,5,10,45,55,15,5,70,40,35,40,20,5,15,60,30,65,40,45,10,40,40,45,Parthenope,Napoli
2585,2000098033,Yth,Dylan De Pasquale,2004-10-27,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,MC,173,61 kg,17,€30K - €85K,"€1,100 p/m",-,-,,0,-,Technical,-,Winger,Support,MR,65,5,55,65,40,25,30,15,5,50,20,25,35,50,10,35,15,35,55,25,25,5,25,30,10,30,30,15,25,60,35,15,65,45,5,15,5,5,10,55,15,30,20,50,15,45,45,45,Parthenope,Napoli
2586,2000098043,Loa,Antonio Solmonte,2005-01-18,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,ST,188,72 kg,17,€6K - €55K,"€1,100 p/m",-,-,,0,-,Intelligent,-,Poacher,Attack,ST,60,10,25,50,35,30,35,5,5,60,20,25,25,60,25,60,15,60,60,50,25,10,60,30,15,15,30,5,5,60,50,15,60,30,50,25,10,5,10,35,15,5,25,45,10,25,30,45,Parthenope,Napoli
2587,2000034841,Loa,Valerio Boffelli,2004-09-04,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,GK,188,73 kg,17,€60K - €180K,"€1,100 p/m",-,-,,0,-,Shot Stopper,-,Goalkeeper,Defend,GK,50,50,25,65,25,30,60,40,45,30,35,20,10,50,20,15,25,10,10,5,30,60,5,45,50,50,15,10,15,65,5,30,45,55,10,50,65,60,25,5,20,5,30,5,20,5,20,45,Parthenope,Napoli
2588,43499929,Loa,Benedetto Barba,2003-01-27,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,"DR,DC",180,70 kg,19,€130K - €375K,"€2,200 p/m",-,-,,0,-,Physical,-,Full-Back,Defend,DR,55,10,45,50,50,45,40,10,5,50,50,15,30,55,50,25,10,20,30,25,20,5,45,55,5,45,20,40,55,50,35,5,60,45,25,65,10,5,10,50,45,40,55,40,15,35,55,45,Parthenope,Napoli
2589,2000098027,Yth,Luigi D'Avino,2005-12-08,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Reasonable,DC,184,72 kg,16,€16K - €160K,"€1,100 p/m",-,-,,0,-,Intelligent,-,Central Defender,Cover,DC,65,20,30,50,70,35,35,10,10,35,25,15,5,70,20,5,5,10,30,25,10,10,50,30,10,20,30,5,70,60,10,5,45,35,30,35,15,15,10,25,40,70,30,20,10,25,35,45,Parthenope,Napoli
2590,2000098045,Yth,Mario Vilardi,2005-09-15,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,"AMR,AML,ST",177,62 kg,16,€200K - €600K,"€1,100 p/m",-,-,,0,-,Technical,-,Winger,Support,AMR,65,5,70,65,35,10,35,10,10,15,30,25,35,60,75,65,10,50,65,55,25,15,35,25,5,30,15,10,15,70,40,10,65,65,5,15,20,5,15,55,20,25,30,50,5,35,35,45,Parthenope,Napoli
2591,2000098044,Loa,Claudio Turi,2005-05-06,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,GK,183,71 kg,17,€22K - €220K,"€1,100 p/m",-,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,35,35,45,75,45,35,40,50,35,15,50,15,15,65,30,15,25,15,20,15,15,45,5,40,50,35,5,15,15,40,10,20,35,35,10,45,30,65,45,15,15,5,30,5,45,25,25,45,Parthenope,Napoli
2592,2000035394,Loa,Antonio Pesce,2004-01-24,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,ST,180,74 kg,18,€26K - €275K,"€1,100 p/m",-,-,,0,-,Intelligent,-,Poacher,Attack,ST,55,10,35,55,60,60,40,5,5,50,55,30,35,55,45,55,10,60,55,30,40,10,65,55,20,40,35,30,20,40,55,15,55,50,50,40,15,5,10,55,45,30,35,45,15,40,50,45,Parthenope,Napoli
2593,2000018201,Loa,Leonardo Rossi,2004-07-14,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,ST,177,69 kg,17,€140K - €425K,"€1,100 p/m",-,-,,0,-,Intelligent,-,Pressing Forward,Attack,ST,60,10,60,55,60,60,65,5,5,50,70,20,40,50,65,45,15,50,40,40,35,15,55,45,5,40,40,30,20,40,65,5,60,35,45,40,5,10,15,50,35,30,55,45,5,35,65,45,Parthenope,Napoli
2594,43591069,Loa,Nosa Obaretin,2003-01-26,ITA,Italian Serie A,Napoli,Italy (Serie A),Left Only,Weak,Very Strong,"DL,DC",193,81 kg,19,€85K - €250K,"€2,800 p/m",-,-,,0,-,Physical,-,No-Nonsense Centre-Back,Stopper,DC,50,15,70,40,55,55,65,5,5,50,40,15,45,40,65,35,15,20,35,25,25,10,60,80,15,40,30,60,55,75,55,10,65,35,25,50,15,10,15,50,50,50,55,40,15,35,40,45,Parthenope,Napoli
2595,2000098914,Yth,Andrea Mereu,2005-07-29,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Very Weak,DC,183,70 kg,16,€0 - €12K,€230 p/m,-,-,,0,-,Technical,-,Central Defender,Defend,DC,55,5,75,40,40,40,40,15,5,30,30,15,15,70,10,5,15,20,40,25,5,10,45,55,15,5,35,20,75,55,35,15,30,40,10,75,15,5,5,40,25,75,35,30,10,25,40,45,Parthenope,Napoli
2596,2000019712,Loa,Landry Boni,2004-02-19,CIV,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Reasonable,MC,194,83 kg,18,€0 - €95K,"€1,100 p/m",-,-,,0,-,Technical,-,Central Midfielder,Attack,MC,25,5,45,30,40,25,35,10,5,45,40,35,45,75,85,20,15,30,70,25,35,5,25,80,10,30,35,25,40,45,45,15,35,75,20,20,5,15,5,45,30,45,40,50,5,55,65,45,Parthenope,Napoli
2597,2000162716,Loa,Alessio Lettera,2004-07-08,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Very Weak,MC,162,55 kg,17,€16K - €160K,"€1,100 p/m",-,-,,0,-,Technical,-,Central Midfielder,Attack,MC,60,15,45,60,35,35,30,5,15,20,35,30,30,60,30,15,15,35,70,25,20,15,25,5,15,5,60,5,45,55,50,10,50,45,20,35,5,10,5,55,5,60,35,70,5,50,60,45,Parthenope,Napoli
2598,2000135558,Yth,Jacopo Di Lauro,2005-08-16,ITA,Italian Serie A,Napoli,Italy (Serie A),Left Only,Weak,Very Strong,"DL,WBL",186,70 kg,16,€22K - €220K,"€1,100 p/m",-,-,,0,-,Technical,-,Full-Back,Defend,DL,75,15,40,45,35,40,40,10,10,40,45,20,35,35,80,25,10,5,45,45,5,15,30,45,5,5,35,35,45,60,35,10,65,45,15,45,15,10,15,45,30,50,40,45,10,40,40,45,Parthenope,Napoli
2599,2000135545,Loa,Lucio Fucci,2005-01-02,ITA,Italian Serie A,Napoli,Italy (Serie A),Left Only,Weak,Very Strong,"DL,WBL",182,71 kg,17,€35K - €110K,"€1,100 p/m",-,-,,0,-,Technical,-,Full-Back,Defend,DL,70,10,25,70,25,20,45,15,10,40,35,15,30,55,50,35,15,30,60,25,5,15,40,60,5,60,5,25,40,50,35,10,60,40,25,30,15,10,10,35,30,65,40,45,20,30,40,45,Parthenope,Napoli
2600,2000103538,Loa,Francesco Lorusso,2005-01-17,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Very Weak,ST,185,76 kg,17,€0 - €130K,"€1,100 p/m",-,-,,0,-,Technical,-,Poacher,Attack,ST,50,5,30,40,45,15,20,5,10,70,30,15,25,35,70,70,5,70,40,55,30,5,70,70,15,5,15,5,15,50,30,5,50,15,30,25,15,15,10,50,45,15,30,50,15,35,35,45,Parthenope,Napoli
2601,2000135548,Yth,Alessandro Grieco,2005-01-21,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Reasonable,"AMR,AML,AMC,ST",177,65 kg,17,€0 - €95K,"€1,100 p/m",-,-,,0,-,Technical,-,Inverted Winger,Support,AML,65,15,30,45,30,30,35,20,15,20,20,20,40,45,30,65,15,45,45,60,25,10,30,25,5,50,35,25,20,65,30,10,55,40,20,25,5,5,15,30,20,30,30,40,10,30,35,45,Parthenope,Napoli
2602,2000135552,Loa,Nicola Pellino,2005-01-29,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Reasonable,GK,189,75 kg,17,€0 - €110K,"€1,100 p/m",-,-,,0,-,Shot Stopper,-,Goalkeeper,Defend,GK,50,25,40,75,20,25,65,35,40,15,15,15,15,60,35,10,25,15,5,10,30,60,5,35,45,15,15,10,5,60,10,35,45,20,15,35,55,50,35,5,20,10,25,20,25,20,20,45,Parthenope,Napoli
2603,2000135556,Yth,Tobia Cuciniello,2005-06-09,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Very Weak,"ML,AML",185,70 kg,17,€0 - €110K,"€1,100 p/m",-,-,,0,-,Creative,-,Inverted Winger,Support,AML,65,15,35,40,35,15,15,10,5,20,25,25,35,50,60,55,5,35,60,65,25,15,25,45,10,30,30,25,10,55,50,10,60,45,25,10,5,5,5,55,15,30,35,65,20,45,60,45,Parthenope,Napoli
2604,2000135559,Yth,Vincenzo Manzo,2005-07-14,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,DC,182,70 kg,16,€3.5K - €35K,"€1,100 p/m",-,-,,0,-,Physical,-,Central Defender,Cover,DC,50,10,70,45,20,30,40,5,10,30,55,15,25,55,80,5,15,5,30,25,20,5,35,30,15,30,10,5,65,55,20,5,60,20,20,65,5,15,10,55,40,60,25,25,10,25,30,45,Parthenope,Napoli
2605,2000164397,Yth,Francesco Di Somma,2005-09-13,ITA,Italian Serie A,Napoli,Italy (Serie A),Left Only,Weak,Very Strong,MC,182,67 kg,16,€30K - €95K,"€1,100 p/m",-,-,,0,-,Technical,-,Central Midfielder,Attack,MC,70,10,65,55,25,20,20,10,15,40,25,35,45,65,75,30,5,35,60,40,35,10,35,45,15,40,40,5,40,75,35,5,55,75,20,20,10,10,15,30,30,45,40,60,10,40,55,45,Parthenope,Napoli
2606,2000141817,Yth,Francesco Desiato,2005-04-20,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,DC,183,71 kg,17,€50K - €140K,"€1,100 p/m",-,-,,0,-,Intelligent,-,Central Defender,Cover,DC,60,10,40,55,45,30,40,10,15,30,40,15,5,65,10,25,5,25,30,25,5,5,65,50,10,30,20,5,60,70,25,10,55,30,5,65,20,15,15,15,30,30,25,15,10,5,30,45,Parthenope,Napoli
2607,2000125370,Yth,Alessandro Tuccillo,2005-07-20,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Very Weak,"DR,WBR",181,69 kg,16,€16K - €160K,"€1,100 p/m",-,-,,0,-,Technical,-,Full-Back,Defend,DR,65,15,40,60,35,40,45,5,10,45,60,25,45,50,70,40,5,30,60,25,10,10,30,50,10,60,30,40,35,55,40,20,50,50,5,35,15,5,5,40,35,65,45,45,10,25,45,45,Parthenope,Napoli
2608,2000135550,Loa,Pasquale Balestriere,2005-03-30,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,"DM,MC",180,69 kg,17,€0 - €100K,"€1,100 p/m",-,-,,0,-,Intelligent,-,Central Midfielder,Support,MC,60,15,50,55,25,15,35,10,10,40,40,25,5,65,25,10,5,35,65,25,25,10,30,55,10,25,50,5,45,60,30,15,50,40,5,35,10,15,5,35,30,65,35,40,10,45,40,45,Parthenope,Napoli
2609,2000135560,Loa,Alessio Mazzone,2005-02-24,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,DC,191,79 kg,17,€0 - €70K,"€1,100 p/m",-,-,,0,-,Physical,-,Central Defender,Defend,DC,30,15,60,45,50,30,40,5,15,30,20,10,10,65,45,5,10,10,30,25,5,10,65,65,15,15,20,5,55,40,25,10,45,30,5,55,5,5,10,45,35,50,25,20,5,5,30,45,Parthenope,Napoli
2610,2000135561,Loa,Luciano Peluso,2005-04-22,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Very Weak,"DM,MC",173,65 kg,17,€35K - €110K,"€1,100 p/m",-,-,,0,-,Technical,-,Central Midfielder,Support,MC,65,15,45,50,25,30,35,10,15,30,40,5,15,70,60,10,10,30,70,25,30,10,30,20,10,35,50,5,50,70,20,10,40,60,15,35,10,5,5,35,35,65,35,65,15,40,55,45,Parthenope,Napoli
2611,2000125373,Loa,Gennaro Tortora,2005-01-23,ITA,Italian Serie A,Napoli,Italy (Serie A),Left Only,Weak,Very Strong,"DL,WBL,ML",187,75 kg,17,€30K - €85K,"€1,100 p/m",-,-,,0,-,Technical,-,Winger,Support,ML,65,15,70,55,35,40,30,5,15,30,25,25,40,60,50,40,5,15,55,25,35,15,35,45,5,10,20,35,35,65,40,10,60,45,20,30,10,15,10,50,30,60,40,45,20,40,45,45,Parthenope,Napoli
2612,2000098041,Loa,Simone Milo,2005-02-21,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Reasonable,"DM,MC",169,58 kg,17,€30K - €85K,"€1,100 p/m",-,-,,0,-,Physical,-,Ball Winning Midfielder,Defend,MC,70,5,75,70,45,35,35,5,5,40,40,25,5,25,30,15,5,30,70,25,30,10,20,35,15,5,45,5,25,75,20,15,70,35,15,30,5,10,15,25,20,55,25,50,15,55,50,45,Parthenope,Napoli
2613,2000135562,Loa,Carmine Romano,2005-02-20,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,"DR,WBR",175,64 kg,17,€0 - €80K,"€1,100 p/m",-,-,,0,-,Physical,-,Full-Back,Defend,DR,70,10,40,70,35,35,30,10,10,30,40,25,25,25,55,30,5,15,35,35,5,20,35,20,10,40,30,15,30,70,25,10,70,40,30,20,10,5,5,45,25,60,35,40,10,35,35,45,Parthenope,Napoli
2614,2000135564,Loa,Giovanni Ruggiero,2005-01-27,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,DC,180,69 kg,17,€0 - €90K,"€1,100 p/m",-,-,,0,-,Physical,-,Central Defender,Defend,DC,60,10,45,50,15,30,40,10,15,25,30,20,10,65,35,5,15,5,20,25,25,5,45,50,15,15,25,5,65,65,25,10,45,25,5,50,10,10,5,40,30,65,25,10,5,10,30,45,Parthenope,Napoli
2615,2000125378,Loa,Lorenzo Russo,2005-04-19,ITA,Italian Serie A,Napoli,Italy (Serie A),Left Only,Weak,Very Strong,"MC,AMC,ST",170,58 kg,17,€0 - €95K,"€1,100 p/m",-,-,,0,-,Leader,-,Shadow Striker,Attack,AMC,70,10,35,55,25,35,25,5,5,35,35,30,30,65,55,45,5,55,55,40,30,10,40,25,10,55,25,25,30,65,20,5,55,35,25,15,5,5,15,45,5,35,35,40,5,30,40,45,Parthenope,Napoli
2616,2000135566,Loa,Gianluca Vigliotti,2005-02-24,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Weak,ST,180,70 kg,17,€0 - €100K,"€1,100 p/m",-,-,,0,-,Physical,-,Poacher,Attack,ST,60,5,55,50,40,5,15,10,15,35,20,20,10,35,50,60,10,60,60,55,20,10,55,35,10,25,25,10,15,40,25,10,55,25,5,5,10,10,10,55,30,5,20,45,15,15,30,45,Parthenope,Napoli
2617,2000162731,Loa,Manuel Legnante,2005-06-03,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,"DM,MC",183,75 kg,17,€3K - €30K,"€1,100 p/m",-,-,,0,-,Technical,-,Central Midfielder,Support,MC,45,20,25,50,45,35,10,15,15,15,40,30,15,40,55,25,15,35,50,25,25,10,30,55,20,45,45,15,30,30,30,5,50,55,10,30,15,15,5,35,35,55,40,35,15,65,60,45,Parthenope,Napoli
2618,2000222222,Loa,Noah Mutanda,2005-06-21,GER,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,"DM,MC",170,59 kg,17,€0 - €75K,"€1,100 p/m",-,-,,0,-,Intelligent,-,Deep Lying Playmaker,Defend,MC,50,10,60,70,40,35,30,10,5,40,40,30,30,55,40,20,10,25,40,25,30,15,35,20,10,15,25,20,55,60,30,15,70,50,20,55,5,15,15,25,10,40,35,50,5,50,50,45,Parthenope,Napoli
2619,2000213961,Yth,Davide Di Marzo,2006-08-31,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,GK,189,69 kg,15,€100K - €300K,"€1,100 p/m",-,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,60,40,75,75,15,25,55,30,25,5,55,10,10,55,50,10,25,10,10,10,30,35,5,65,60,10,15,10,15,50,15,40,60,50,5,35,55,60,40,10,25,15,25,5,20,20,20,45,Parthenope,Napoli
2620,2000201398,Yth,Stefano Celentano,2005-05-01,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Very Weak,DC,177,67 kg,17,€0 - €100K,€650 p/m,-,-,,0,-,Intelligent,-,No-Nonsense Centre-Back,Cover,DC,70,5,45,70,55,35,40,5,10,35,30,15,5,45,35,20,5,10,30,25,5,5,55,45,15,5,5,5,70,60,25,15,55,30,15,60,15,15,10,20,30,70,30,5,10,20,35,45,Parthenope,Napoli
2621,2000143641,Wnt,Lucio Ceci,2005-05-06,ITA,Italian Serie A,Napoli,Italy (Serie A),Left,Reasonable,Very Strong,"ML,AML,AMC,ST",181,67 kg,17,€60K - €180K,"€1,100 p/m",-,-,,0,-,Technical,-,Winger,Support,ML,65,5,50,65,40,65,35,5,15,35,25,30,40,60,45,65,15,45,35,45,30,15,30,30,10,30,25,20,30,70,40,15,65,60,20,20,5,15,15,40,15,35,35,45,5,25,60,45,Parthenope,Napoli
2622,2000207506,Yth,Mariano Russo,2005-05-20,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Very Weak,GK,181,69 kg,17,€0 - €65K,€650 p/m,-,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,60,30,35,65,35,30,60,35,35,15,60,10,10,65,60,5,35,5,5,15,20,30,5,30,55,55,5,10,15,50,10,40,50,45,15,30,75,60,70,15,20,5,30,5,30,25,25,45,Parthenope,Napoli
2623,2000205863,Yth,Antonio Di Lorenzo,2005-10-01,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Reasonable,"DM,MC",183,66 kg,16,€2K - €20K,"€1,100 p/m",-,-,,0,-,Technical,-,Central Midfielder,Support,MC,65,5,50,45,40,25,20,10,15,20,25,10,20,50,40,20,5,15,65,25,5,10,20,45,5,20,20,5,35,70,25,5,55,50,5,25,10,5,10,25,15,65,30,50,5,60,50,45,Parthenope,Napoli
2624,2000206677,Loa,Lamine Gningue,2004-08-14,SEN,Italian Serie A,Napoli,Italy (Serie A),Left,Fairly Strong,Very Strong,"AMR,AML,ST",195,78 kg,17,€55K - €170K,"€1,100 p/m",-,-,,0,-,Technical,-,Winger,Attack,AML,65,5,25,65,20,30,20,15,5,50,25,25,50,15,45,45,5,65,65,45,25,5,35,65,15,10,30,20,25,75,55,5,65,45,35,25,10,15,10,20,35,20,30,40,10,35,35,45,Parthenope,Napoli
2625,2000205860,Yth,Giuseppe D'Angelo,2006-04-03,ITA,Italian Serie A,Napoli,Italy (Serie A),Right,Very Strong,Fairly Strong,"DM,MC",170,56 kg,16,€0 - €35K,"€1,100 p/m",-,-,,0,-,Technical,-,Central Midfielder,Support,MC,45,15,55,60,40,25,30,5,15,20,30,20,20,55,80,20,20,25,55,25,20,15,5,10,5,15,45,15,15,70,10,15,45,60,5,40,10,5,15,45,5,45,30,30,5,35,55,45,Parthenope,Napoli
2626,2000205861,Yth,Emmanuele De Chiara,2006-02-21,ITA,Italian Serie A,Napoli,Italy (Serie A),Right Only,Very Strong,Weak,MC,173,58 kg,16,€18K - €50K,"€1,100 p/m",-,-,,0,-,Technical,-,Central Midfielder,Attack,MC,55,15,35,60,20,10,25,5,10,15,15,15,15,55,80,5,15,20,60,25,15,5,5,20,15,15,50,5,40,65,15,10,60,60,5,10,15,15,15,25,10,35,25,60,5,35,50,45,Parthenope,Napoli
