,Name,Overall,Potential,Performance,Country,Club,Preferred Foot,Weak Foot,Skill Moves,Height,Offensive Work Rate,Defensive Work Rate,Value,Wage,ID,Crosses,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,Goalkeeping Diving,Goalkeeping Handling,Goalkeeping Kicking,Goalkeeping Positioning,Goalkeeping Reflexes,player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
93,Éder Militão,84,89,86.5,Brazil,Real Madrid CF,Right,3,2,186,Medium,High,€57.5M,€160K,240130,69,48,82,79,34,70,60,40,76,74,83,88,70,85,62,62,85,86,79,42,84,86,64,59,60,74,85,86,84,11,8,15,12,15,240130,/player/240130/eder-gabriel-militao/230002,23.0,2.0,2022-09-26,Éder Militão,Éder Gabriel Militão,CB,84,89,57500000.0,160000.0,24,1998-01-18,186,78,243.0,Real Madrid,53.0,La Liga,1.0,SUB,3.0,,2019-07-01,2025.0,54,Brazil,,,,Right,3,2,2,Medium/Medium,Lean (170-185),Yes,122200000.0,#Tactician ,"Early Crosser, Long Passer (AI)",86.0,50.0,70.0,72.0,85.0,82.0,69,48,82,79,34,70,60,40,76,74,83,88,70,85,62,62,85,86,79,42,84,86,64,59,60,74.0,85,86,84,11,8,15,12,15,,68+2,68+2,68+2,70,69,69,69,70,69+2,69+2,69+2,73+2,73+2,73+2,73+2,73+2,81+2,81+2,81+2,81+2,81+2,83+2,84+2,84+2,84+2,83+2,20+2
94,A. Laporte,86,87,86.5,Spain,Manchester City,Left,3,2,191,Medium,Medium,€64.5M,€195K,212218,58,45,84,83,40,63,61,69,81,78,55,65,57,87,55,68,80,67,84,47,81,87,54,65,44,84,86,87,86,10,11,5,14,5,212218,/player/212218/aymeric-laporte/230002,23.0,2.0,2022-09-26,A. Laporte,Aymeric Laporte,CB,86,87,64500000.0,195000.0,28,1994-05-27,191,85,10.0,Manchester City,13.0,Premier League,1.0,LCB,14.0,,2018-01-30,2025.0,45,Spain,1362.0,LCB,15.0,Left,3,2,3,Medium/Medium,Unique,Yes,124200000.0,"#Tackling, #Tactician ","Injury Prone, Long Passer (AI)",61.0,50.0,72.0,69.0,86.0,79.0,58,45,84,83,40,63,61,69,81,78,55,65,57,87,55,68,80,67,84,47,81,87,54,65,44,84.0,86,87,86,10,11,5,14,5,,66+3,66+3,66+3,64,66,66,66,64,68+3,68+3,68+3,67+3,74+3,74+3,74+3,67+3,77+3,82+3,82+3,82+3,77+3,78+3,85+2,85+2,85+2,78+3,18+3
95,M. Diaby,84,88,86.0,France,Bayer 04 Leverkusen,Left,3,4,171,High,Low,€61.5M,€70K,241852,76,80,28,80,67,88,71,42,73,85,95,92,92,76,93,73,62,82,44,64,67,48,79,77,50,75,48,35,46,8,9,8,8,14,241852,/player/241852/moussa-diaby/230002,23.0,2.0,2022-09-26,M. Diaby,Moussa Diaby,"RM, LM, LW",84,88,61500000.0,70000.0,22,1999-07-07,171,67,32.0,Bayer 04 Leverkusen,19.0,Bundesliga,1.0,RM,19.0,,2019-07-01,2025.0,18,France,,,,Left,3,4,2,High/Low,Normal (170-185),Yes,109200000.0,"#Speedster, #Dribbler, #Acrobat","Speed Dribbler (AI), Technical Dribbler (AI)",93.0,73.0,75.0,87.0,42.0,59.0,76,80,28,80,67,88,71,42,73,85,95,92,92,76,93,73,62,82,44,64,67,48,79,77,50,75.0,48,35,46,8,9,8,8,14,,73+2,73+2,73+2,83,80,80,80,83,81+2,81+2,81+2,82+2,75+2,75+2,75+2,82+2,68+2,63+2,63+2,63+2,68+2,63+2,50+2,50+2,50+2,63+2,17+2
96,M. Diaby,84,88,86.0,France,Bayer 04 Leverkusen,Left,3,4,171,High,Low,€61.5M,€70K,241852,76,80,28,80,67,88,71,42,73,85,95,92,92,76,93,73,62,82,44,64,67,48,79,77,50,75,48,35,46,8,9,8,8,14,248831,/player/248831/mohamed-diaby/230002,23.0,2.0,2022-09-26,M. Diaby,Mohamed Lamine Diaby,CDM,68,72,1500000.0,3000.0,25,1996-09-03,197,77,10031.0,Portimonense,308.0,Liga Portugal,1.0,SUB,5.0,,2022-08-05,2025.0,18,France,,,,Right,2,2,1,Medium/High,Normal (185+),No,3300000.0,,,32.0,45.0,52.0,52.0,69.0,78.0,39,41,63,66,40,50,40,39,55,58,32,32,33,69,30,51,38,82,77,52,86,68,35,46,36,68.0,70,72,69,9,9,7,8,11,,51+2,51+2,51+2,48,50,50,50,48,51+2,51+2,51+2,51+2,58+2,58+2,58+2,51+2,61+2,67+2,67+2,67+2,61+2,62+2,69+2,69+2,69+2,62+2,16+2
97,M. Diaby,68,72,70.0,France,Portimonense SC,Right,2,2,197,Medium,High,€1.5M,€3K,248831,39,41,63,66,40,50,40,39,55,58,32,32,33,69,30,51,38,82,77,52,86,68,35,46,36,68,70,72,69,9,9,7,8,11,241852,/player/241852/moussa-diaby/230002,23.0,2.0,2022-09-26,M. Diaby,Moussa Diaby,"RM, LM, LW",84,88,61500000.0,70000.0,22,1999-07-07,171,67,32.0,Bayer 04 Leverkusen,19.0,Bundesliga,1.0,RM,19.0,,2019-07-01,2025.0,18,France,,,,Left,3,4,2,High/Low,Normal (170-185),Yes,109200000.0,"#Speedster, #Dribbler, #Acrobat","Speed Dribbler (AI), Technical Dribbler (AI)",93.0,73.0,75.0,87.0,42.0,59.0,76,80,28,80,67,88,71,42,73,85,95,92,92,76,93,73,62,82,44,64,67,48,79,77,50,75.0,48,35,46,8,9,8,8,14,,73+2,73+2,73+2,83,80,80,80,83,81+2,81+2,81+2,82+2,75+2,75+2,75+2,82+2,68+2,63+2,63+2,63+2,68+2,63+2,50+2,50+2,50+2,63+2,17+2
98,M. Diaby,68,72,70.0,France,Portimonense SC,Right,2,2,197,Medium,High,€1.5M,€3K,248831,39,41,63,66,40,50,40,39,55,58,32,32,33,69,30,51,38,82,77,52,86,68,35,46,36,68,70,72,69,9,9,7,8,11,248831,/player/248831/mohamed-diaby/230002,23.0,2.0,2022-09-26,M. Diaby,Mohamed Lamine Diaby,CDM,68,72,1500000.0,3000.0,25,1996-09-03,197,77,10031.0,Portimonense,308.0,Liga Portugal,1.0,SUB,5.0,,2022-08-05,2025.0,18,France,,,,Right,2,2,1,Medium/High,Normal (185+),No,3300000.0,,,32.0,45.0,52.0,52.0,69.0,78.0,39,41,63,66,40,50,40,39,55,58,32,32,33,69,30,51,38,82,77,52,86,68,35,46,36,68.0,70,72,69,9,9,7,8,11,,51+2,51+2,51+2,48,50,50,50,48,51+2,51+2,51+2,51+2,58+2,58+2,58+2,51+2,61+2,67+2,67+2,67+2,61+2,62+2,69+2,69+2,69+2,62+2,16+2
99,Pau Torres,83,89,86.0,Spain,Villarreal CF,Left,3,2,191,Medium,High,€50.5M,€43K,241464,55,28,85,80,41,64,45,28,76,79,70,76,68,80,52,58,80,80,82,40,79,83,42,67,42,73,84,85,83,11,13,13,13,9,241464,/player/241464/pau-francisco-torres/230002,23.0,2.0,2022-09-26,Pau Torres,Pau Francisco Torres,CB,83,89,50500000.0,43000.0,25,1997-01-16,191,80,483.0,Villarreal,53.0,La Liga,1.0,LCB,4.0,,2016-07-01,2024.0,45,Spain,1362.0,SUB,12.0,Left,3,2,2,Medium/High,Lean (185+),Yes,116200000.0,,Power Header,73.0,38.0,67.0,70.0,84.0,81.0,55,28,85,80,41,64,45,28,76,79,70,76,68,80,52,58,80,80,82,40,79,83,42,67,42,73.0,84,85,83,11,13,13,13,9,,60+2,60+2,60+2,63,63,63,63,63,66+2,66+2,66+2,67+2,72+2,72+2,72+2,67+2,77+2,81+2,81+2,81+2,77+2,79+2,83+2,83+2,83+2,79+2,19+2
100,R. James,84,88,86.0,England,Chelsea,Right,3,3,178,High,Medium,€57M,€120K,238074,88,66,71,82,62,83,82,76,78,81,79,83,75,81,88,83,75,83,85,69,74,78,77,80,52,82,81,83,79,8,12,7,13,11,238074,/player/238074/reece-james/230002,23.0,2.0,2022-09-26,R. James,Reece James,"RWB, RB",84,88,57000000.0,120000.0,22,1999-12-08,178,87,5.0,Chelsea,13.0,Premier League,1.0,RWB,24.0,,2017-03-03,2025.0,14,England,1318.0,SUB,3.0,Right,3,3,2,High/Medium,Stocky (170-185),Yes,109700000.0,#Crosser,Early Crosser,81.0,70.0,82.0,82.0,80.0,82.0,88,66,71,82,62,83,82,76,78,81,79,83,75,81,88,83,75,83,85,69,74,78,77,80,52,82.0,81,83,79,8,12,7,13,11,,77+2,77+2,77+2,79,79,79,79,79,79+2,79+2,79+2,81+2,80+2,80+2,80+2,81+2,82+2,80+2,80+2,80+2,82+2,81+2,80+2,80+2,80+2,81+2,19+2
101,R. James,68,68,68.0,England,Sheffield Wednesday,Left,2,3,169,Medium,High,€1.1M,€6K,211514,65,43,56,64,40,63,45,47,58,64,75,77,83,64,84,66,81,75,54,55,50,64,58,45,52,63,64,65,64,6,10,10,9,9,238074,/player/238074/reece-james/230002,23.0,2.0,2022-09-26,R. James,Reece James,"RWB, RB",84,88,57000000.0,120000.0,22,1999-12-08,178,87,5.0,Chelsea,13.0,Premier League,1.0,RWB,24.0,,2017-03-03,2025.0,14,England,1318.0,SUB,3.0,Right,3,3,2,High/Medium,Stocky (170-185),Yes,109700000.0,#Crosser,Early Crosser,81.0,70.0,82.0,82.0,80.0,82.0,88,66,71,82,62,83,82,76,78,81,79,83,75,81,88,83,75,83,85,69,74,78,77,80,52,82.0,81,83,79,8,12,7,13,11,,77+2,77+2,77+2,79,79,79,79,79,79+2,79+2,79+2,81+2,80+2,80+2,80+2,81+2,82+2,80+2,80+2,80+2,82+2,81+2,80+2,80+2,80+2,81+2,19+2
102,J. Sancho,84,88,86.0,England,Manchester United,Right,3,5,180,High,Medium,€61.5M,€155K,233049,80,77,38,86,83,91,84,65,70,88,84,78,90,81,89,71,51,66,62,65,44,39,81,85,74,85,32,39,32,7,11,10,11,13,233049,/player/233049/jadon-sancho/230002,23.0,2.0,2022-09-26,J. Sancho,Jadon Sancho,"LW, RW, LM",84,88,61500000.0,155000.0,22,2000-03-25,180,76,11.0,Manchester United,13.0,Premier League,1.0,LM,25.0,,2021-07-23,2026.0,14,England,1318.0,SUB,17.0,Right,3,5,3,High/Medium,Unique,Yes,121500000.0,"#Dribbler, #Acrobat","Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",81.0,74.0,81.0,89.0,36.0,59.0,80,77,38,86,83,91,84,65,70,88,84,78,90,81,89,71,51,66,62,65,44,39,81,85,74,85.0,32,39,32,7,11,10,11,13,,75+3,75+3,75+3,83,82,82,82,83,83+3,83+3,83+3,83+3,77+3,77+3,77+3,83+3,64+3,60+3,60+3,60+3,64+3,58+3,47+3,47+3,47+3,58+3,18+3
103,R. Araujo,83,89,86.0,Uruguay,FC Barcelona,Right,3,2,192,Medium,High,€52M,€135K,253163,58,56,85,76,38,55,47,45,66,66,68,84,56,81,55,61,87,74,86,35,84,81,56,59,43,76,82,84,84,11,14,9,11,8,253163,/player/253163/ronald-araujo/230002,23.0,2.0,2022-09-26,R. Araujo,Ronald Federico Araújo da Silva,"CB, RB",83,89,52000000.0,135000.0,23,1999-03-07,192,91,241.0,FC Barcelona,53.0,La Liga,1.0,RCB,4.0,,2018-08-29,2026.0,60,Uruguay,,,,Right,3,2,1,Medium/High,Normal (185+),No,117000000.0,#Strength,"Injury Prone, Power Header",77.0,51.0,65.0,61.0,83.0,83.0,58,56,85,76,38,55,47,45,66,66,68,84,56,81,55,61,87,74,86,35,84,81,56,59,43,76.0,82,84,84,11,14,9,11,8,,66+2,66+2,66+2,63,64,64,64,63,63+2,63+2,63+2,65+2,67+2,67+2,67+2,65+2,75+2,77+2,77+2,77+2,75+2,78+2,82+2,82+2,82+2,78+2,19+2
104,D. Alaba,86,86,86.0,Austria,Real Madrid CF,Left,4,3,180,Medium,High,€55.5M,€220K,197445,83,63,77,89,67,77,77,85,80,85,79,79,76,88,78,82,81,74,78,78,78,87,73,78,79,85,89,84,83,5,7,14,15,9,197445,/player/197445/david-alaba/230002,23.0,2.0,2022-09-26,D. Alaba,David Olatukunbo Alaba,CB,86,86,55500000.0,220000.0,30,1992-06-24,180,78,243.0,Real Madrid,53.0,La Liga,1.0,LCB,4.0,,2021-07-01,2026.0,4,Austria,1322.0,LB,8.0,Left,4,3,4,Medium/Medium,Normal (170-185),Yes,113800000.0,#Tactician ,Long Shot Taker (AI),79.0,71.0,83.0,80.0,85.0,77.0,83,63,77,89,67,77,77,85,80,85,79,79,76,88,78,82,81,74,78,78,78,87,73,78,79,85.0,89,84,83,5,7,14,15,9,,77+3,77+3,77+3,79,79,79,79,79,80+3,80+3,80+3,80+3,82+3,82+3,82+3,80+3,84+2,84+2,84+2,84+2,84+2,84+2,84+2,84+2,84+2,84+2,18+3
105,W. Szczęsny,86,86,86.0,Poland,Juventus,Right,3,1,195,Medium,Medium,€33.5M,€125K,186153,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,55,71,45,65,14,40,15,14,48,18,65,20,13,12,86,81,73,86,87,186153,/player/186153/wojciech-szczesny/230002,23.0,2.0,2022-09-26,W. Szczęsny,Wojciech Tomasz Szczęsny,GK,86,86,33500000.0,125000.0,32,1990-04-18,195,90,45.0,Juventus,31.0,Serie A,1.0,RES,1.0,,2017-07-19,2024.0,37,Poland,1353.0,GK,1.0,Right,3,1,3,Medium/Medium,Lean (185+),Yes,57000000.0,,,,,,,,,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,55,71,45,65,14,40,15,14,48,18,65.0,20,13,12,86,81,73,86,87,49.0,31+3,31+3,31+3,28,31,31,31,28,32+3,32+3,32+3,31+3,33+3,33+3,33+3,31+3,28+3,31+3,31+3,31+3,28+3,28+3,29+3,29+3,29+3,28+3,84+2
106,R. Lukaku,86,86,86.0,Belgium,Inter,Left,4,3,191,Medium,Low,€68M,€200K,192505,73,88,87,78,79,82,78,66,70,78,72,86,59,86,52,87,74,67,95,75,71,27,86,75,88,82,30,41,30,8,15,14,7,10,192505,/player/192505/romelu-lukaku/230002,23.0,2.0,2022-09-26,R. Lukaku,Romelu Lukaku Menama,ST,86,86,68000000.0,200000.0,29,1993-05-13,191,94,44.0,Inter,31.0,Serie A,1.0,RS,90.0,Chelsea,,2023.0,7,Belgium,1325.0,ST,9.0,Left,4,3,4,Medium/Low,Unique,Yes,,"#Poacher, #Strength, #Complete Forward","Speed Dribbler (AI), Power Header",80.0,85.0,75.0,77.0,38.0,82.0,73,88,87,78,79,82,78,66,70,78,72,86,59,86,52,87,74,67,95,75,71,27,86,75,88,82.0,30,41,30,8,15,14,7,10,,85+1,85+1,85+1,80,82,82,82,80,79+3,79+3,79+3,79+3,73+3,73+3,73+3,79+3,60+3,59+3,59+3,59+3,60+3,57+3,56+3,56+3,56+3,57+3,19+3
107,Thiago Silva,86,86,86.0,Brazil,Chelsea,Right,3,2,183,Medium,High,€12M,€115K,164240,60,40,82,81,61,67,62,61,82,79,45,52,62,83,66,71,88,66,80,65,76,89,59,71,60,86,89,86,84,9,12,5,9,10,164240,/player/164240/thiago-emiliano-da-silva/230002,23.0,2.0,2022-09-26,Thiago Silva,Thiago Emiliano da Silva,CB,86,86,12000000.0,115000.0,37,1984-09-22,183,79,5.0,Chelsea,13.0,Premier League,1.0,CB,6.0,,2020-08-28,2023.0,54,Brazil,,,,Right,3,2,4,Medium/High,Normal (170-185),Yes,22200000.0,#Tactician ,"Leadership, Power Header, Team Player",49.0,54.0,73.0,72.0,87.0,76.0,60,40,82,81,61,67,62,61,82,79,45,52,62,83,66,71,88,66,80,65,76,89,59,71,60,86.0,89,86,84,9,12,5,9,10,,65+3,65+3,65+3,65,66,66,66,65,69+3,69+3,69+3,67+3,76+3,76+3,76+3,67+3,75+3,82+3,82+3,82+3,75+3,77+3,84+2,84+2,84+2,77+3,18+3
108,P. Schick,85,87,86.0,Czech Republic,Bayer 04 Leverkusen,Left,3,4,191,High,Medium,€67.5M,€95K,234236,64,87,86,78,80,83,78,56,64,85,74,82,83,82,67,82,75,69,83,80,65,25,86,74,67,84,44,24,19,11,15,8,9,14,234236,/player/234236/patrik-schick/230002,23.0,2.0,2022-09-26,P. Schick,Patrik Schick,ST,85,87,67500000.0,95000.0,26,1996-01-24,191,86,32.0,Bayer 04 Leverkusen,19.0,Bundesliga,1.0,ST,14.0,,2020-09-08,2027.0,12,Czech Republic,1330.0,SUB,6.0,Left,3,4,3,High/Medium,Normal (185+),Yes,119800000.0,#Clinical Finisher,"Injury Prone, Finesse Shot, Flair, Power Header, Technical Dribbler (AI)",78.0,83.0,71.0,83.0,36.0,76.0,64,87,86,78,80,83,78,56,64,85,74,82,83,82,67,82,75,69,83,80,65,25,86,74,67,84.0,44,24,19,11,15,8,9,14,,84+3,84+3,84+3,80,82,82,82,80,80+3,80+3,80+3,78+3,72+3,72+3,72+3,78+3,57+3,57+3,57+3,57+3,57+3,54+3,52+3,52+3,52+3,54+3,20+3
109,V. Osimhen,83,89,86.0,Nigeria,Napoli,Right,4,3,185,High,Medium,€58M,€72K,232293,62,88,80,72,76,78,63,48,53,80,86,93,78,84,68,79,90,81,85,72,69,34,85,69,75,79,36,43,19,14,14,10,9,6,232293,/player/232293/victor-osimhen/230002,23.0,2.0,2022-09-26,V. Osimhen,Victor James Osimhen,ST,83,89,58000000.0,72000.0,23,1998-12-29,185,78,48.0,Napoli,31.0,Serie A,1.0,SUB,9.0,,2020-09-01,2025.0,133,Nigeria,,,,Right,4,3,2,High/Medium,Lean (185+),No,110200000.0,,"Speed Dribbler (AI), Power Header, Chip Shot (AI)",90.0,82.0,65.0,78.0,40.0,81.0,62,88,80,72,76,78,63,48,53,80,86,93,78,84,68,79,90,81,85,72,69,34,85,69,75,79.0,36,43,19,14,14,10,9,6,,83+2,83+2,83+2,79,81,81,81,79,77+2,77+2,77+2,77+2,70+2,70+2,70+2,77+2,60+2,58+2,58+2,58+2,60+2,58+2,56+2,56+2,56+2,58+2,19+2
110,Thiago,86,86,86.0,Spain,Liverpool,Right,3,5,174,Medium,Medium,€55.5M,€180K,189509,78,68,54,91,82,89,85,77,89,92,69,55,90,84,90,75,86,76,60,73,80,82,75,88,75,90,68,74,74,6,11,7,9,13,189509,/player/189509/thiago-alcantara/230002,23.0,2.0,2022-09-26,Thiago,Thiago Alcântara do Nascimento,CM,86,86,55500000.0,180000.0,31,1991-04-11,174,70,9.0,Liverpool,13.0,Premier League,1.0,LCM,6.0,,2020-09-18,2024.0,45,Spain,,,,Right,3,5,3,Medium/Medium,Normal (170-185),Yes,102700000.0,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder","Injury Prone, Dives Into Tackles (AI), Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",61.0,72.0,87.0,90.0,72.0,69.0,78,68,54,91,82,89,85,77,89,92,69,55,90,84,90,75,86,76,60,73,80,82,75,88,75,90.0,68,74,74,6,11,7,9,13,,74+3,74+3,74+3,81,80,80,80,81,84+2,84+2,84+2,82+3,85+1,85+1,85+1,82+3,78+3,81+3,81+3,81+3,78+3,76+3,73+3,73+3,73+3,76+3,18+3
111,Thiago,63,66,64.5,Brazil,Cracovia,Right,3,3,177,Medium,Medium,€625K,€2K,255716,56,47,47,64,32,63,41,39,62,66,77,76,73,58,80,57,63,60,56,49,61,52,56,60,51,60,46,47,45,13,13,13,5,13,189509,/player/189509/thiago-alcantara/230002,23.0,2.0,2022-09-26,Thiago,Thiago Alcântara do Nascimento,CM,86,86,55500000.0,180000.0,31,1991-04-11,174,70,9.0,Liverpool,13.0,Premier League,1.0,LCM,6.0,,2020-09-18,2024.0,45,Spain,,,,Right,3,5,3,Medium/Medium,Normal (170-185),Yes,102700000.0,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder","Injury Prone, Dives Into Tackles (AI), Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",61.0,72.0,87.0,90.0,72.0,69.0,78,68,54,91,82,89,85,77,89,92,69,55,90,84,90,75,86,76,60,73,80,82,75,88,75,90.0,68,74,74,6,11,7,9,13,,74+3,74+3,74+3,81,80,80,80,81,84+2,84+2,84+2,82+3,85+1,85+1,85+1,82+3,78+3,81+3,81+3,81+3,78+3,76+3,73+3,73+3,73+3,76+3,18+3
112,Thiago,55,64,59.5,Brazil,Houston Dynamo,Left,2,3,170,Medium,Medium,€275K,€950,268911,44,57,49,47,51,62,65,47,34,58,72,69,65,40,66,61,57,40,61,67,27,20,55,52,49,47,16,24,25,5,9,8,5,6,189509,/player/189509/thiago-alcantara/230002,23.0,2.0,2022-09-26,Thiago,Thiago Alcântara do Nascimento,CM,86,86,55500000.0,180000.0,31,1991-04-11,174,70,9.0,Liverpool,13.0,Premier League,1.0,LCM,6.0,,2020-09-18,2024.0,45,Spain,,,,Right,3,5,3,Medium/Medium,Normal (170-185),Yes,102700000.0,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder","Injury Prone, Dives Into Tackles (AI), Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",61.0,72.0,87.0,90.0,72.0,69.0,78,68,54,91,82,89,85,77,89,92,69,55,90,84,90,75,86,76,60,73,80,82,75,88,75,90.0,68,74,74,6,11,7,9,13,,74+3,74+3,74+3,81,80,80,80,81,84+2,84+2,84+2,82+3,85+1,85+1,85+1,82+3,78+3,81+3,81+3,81+3,78+3,76+3,73+3,73+3,73+3,76+3,18+3
113,N. Süle,85,87,86.0,Germany,Borussia Dortmund,Right,3,3,195,Medium,Medium,€59M,€72K,212190,48,30,84,79,46,57,33,38,77,64,60,80,34,82,44,78,60,65,94,62,86,81,42,66,32,82,83,89,87,15,7,14,7,15,212190,/player/212190/niklas-sule/230002,23.0,2.0,2022-09-26,N. Süle,Niklas Süle,"CB, RB",85,87,59000000.0,72000.0,26,1995-09-03,195,99,22.0,Borussia Dortmund,19.0,Bundesliga,1.0,SUB,25.0,,2022-07-01,2026.0,21,Germany,1337.0,RCB,15.0,Right,3,3,3,Medium/Medium,Stocky (185+),Yes,104700000.0,"#Aerial Threat, #Tackling, #Strength",Injury Prone,71.0,48.0,66.0,59.0,85.0,83.0,48,30,84,79,46,57,33,38,77,64,60,80,34,82,44,78,60,65,94,62,86,81,42,66,32,82.0,83,89,87,15,7,14,7,15,,62+3,62+3,62+3,58,61,61,61,58,63+3,63+3,63+3,62+3,70+3,70+3,70+3,62+3,74+3,79+3,79+3,79+3,74+3,76+3,84+3,84+3,84+3,76+3,19+3
114,Parejo,86,86,86.0,Spain,Villarreal CF,Right,4,3,182,Medium,Medium,€42M,€64K,189513,86,83,61,92,72,81,88,90,90,86,52,49,63,79,72,81,49,76,70,88,58,80,81,90,88,85,70,70,69,5,9,12,14,8,189513,/player/189513/daniel-parejo-munoz/230002,23.0,2.0,2022-09-26,Parejo,Daniel Parejo Muñoz,CM,86,86,42000000.0,64000.0,33,1989-04-16,182,74,483.0,Villarreal,53.0,La Liga,1.0,LCM,10.0,,2020-08-12,2024.0,45,Spain,,,,Right,4,3,2,Medium/Medium,Normal (170-185),Yes,88200000.0,"#Playmaker, #Crosser, #FK Specialist, #Complete Midfielder","Solid Player, Leadership, Long Passer (AI), Playmaker (AI)",50.0,83.0,90.0,80.0,71.0,68.0,86,83,61,92,72,81,88,90,90,86,52,49,63,79,72,81,49,76,70,88,58,80,81,90,88,85.0,70,70,69,5,9,12,14,8,,77+2,77+2,77+2,80,80,80,80,80,83+2,83+2,83+2,80+2,85+1,85+1,85+1,80+2,76+2,79+2,79+2,79+2,76+2,74+2,71+2,71+2,71+2,74+2,17+2
115,C. Immobile,86,86,86.0,Italy,Lazio,Right,4,3,185,High,Medium,€55M,€100K,192387,55,91,81,79,85,79,70,58,57,81,84,86,75,87,84,86,82,78,74,80,73,40,90,71,88,76,34,33,32,6,8,15,12,6,192387,/player/192387/ciro-immobile/230002,23.0,2.0,2022-09-26,C. Immobile,Ciro Immobile,ST,86,86,55000000.0,100000.0,32,1990-02-20,185,85,46.0,Lazio,31.0,Serie A,1.0,ST,17.0,,2016-07-27,2025.0,27,Italy,1343.0,ST,17.0,Right,4,3,4,High/Medium,Unique,Yes,93500000.0,#Clinical Finisher,Outside Foot Shot,85.0,87.0,68.0,80.0,39.0,75.0,55,91,81,79,85,79,70,58,57,81,84,86,75,87,84,86,82,78,74,80,73,40,90,71,88,76.0,34,33,32,6,8,15,12,6,,85+1,85+1,85+1,80,83,83,83,80,80+3,80+3,80+3,78+3,73+3,73+3,73+3,78+3,61+3,59+3,59+3,59+3,61+3,58+3,55+3,55+3,55+3,58+3,17+3
116,R. Sterling,86,86,86.0,England,Chelsea,Right,3,4,170,High,Medium,€72.5M,€195K,202652,79,82,46,83,67,86,79,72,67,84,94,86,94,91,93,78,57,79,65,80,59,30,91,80,70,77,47,53,47,15,12,12,15,9,202652,/player/202652/raheem-sterling/230002,23.0,2.0,2022-09-26,R. Sterling,Raheem Sterling,"LW, RW",86,86,72500000.0,195000.0,27,1994-12-08,170,69,5.0,Chelsea,13.0,Premier League,1.0,ST,17.0,,2022-07-13,2027.0,14,England,1318.0,LW,7.0,Right,3,4,4,High/Medium,Unique,Yes,134100000.0,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI)",90.0,80.0,78.0,86.0,45.0,67.0,79,82,46,83,67,86,79,72,67,84,94,86,94,91,93,78,57,79,65,80,59,30,91,80,70,77.0,47,53,47,15,12,12,15,9,,80+3,80+3,80+3,85,85,85,85,85,84+2,84+2,84+2,84+2,77+3,77+3,77+3,84+2,68+3,64+3,64+3,64+3,68+3,65+3,55+3,55+3,55+3,65+3,21+3
