Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,Unnamed: 31_level_0,90s,Att,Pos,Squad,Player,Dribble/90,Shot_Accuracy,Dribble_Accuracy
930,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,23,1999,34.3,2116,59,352,1340,454,37,2116,91,46,50.5,40,44.0,1600,9328,4753,81,90,9,48,41,1416,71,Matches,34.3,91.0,MF,Monaco,Youssouf Fofana,2.653061224489796,,50.5
931,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,27,1994,22.0,1442,61,368,657,429,35,1442,21,9,42.9,9,42.9,965,5402,2400,56,38,4,29,20,858,154,Matches,22.0,21.0,DF,Reims,Thomas Foket,0.9545454545454546,,42.9
932,José Fonte,pt POR,DF,Lille,fr Ligue 1,38,1983,28.8,2205,260,977,1141,95,29,2205,4,3,75.0,0,0.0,1667,8544,4564,7,18,0,8,2,1572,8,Matches,28.8,4.0,DF,Lille,José Fonte,0.1388888888888889,,75.0
933,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,26,1996,16.7,917,16,144,424,360,36,917,23,12,52.2,10,43.5,500,2480,1255,33,24,12,21,15,616,101,Matches,16.7,23.0,"FW,MF",West Ham,Pablo Fornals,1.377245508982036,,52.2
934,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,30,1991,16.5,672,5,45,332,300,28,670,29,15,51.7,13,44.8,430,1978,855,20,29,3,28,12,497,77,Matches,16.5,29.0,"MF,FW",RB Leipzig,Emil Forsberg,1.7575757575757576,,51.7
935,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,30,1991,5.3,293,7,64,171,62,1,293,11,8,72.7,3,27.3,179,1085,360,4,8,0,6,8,186,7,Matches,5.3,11.0,MF,Leeds United,Adam Forshaw,2.0754716981132075,,72.7
936,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,34,1988,13.5,395,352,392,3,0,0,395,0,0,,0,,203,1098,616,0,0,0,1,0,148,0,Matches,13.5,0.0,GK,Tottenham,Fraser Forster,0.0,,
937,Philipp Förster,de GER,MF,Bochum,de Bundesliga,27,1995,14.5,694,12,80,351,271,23,694,20,6,30.0,13,65.0,312,1670,775,19,18,3,23,15,387,47,Matches,14.5,20.0,MF,Bochum,Philipp Förster,1.3793103448275863,,30.0
938,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30,1992,0.1,3,0,2,1,0,0,3,0,0,,0,,1,2,2,0,0,0,0,0,1,0,Matches,0.1,0.0,DF,Lens,Steven Fortes,0.0,,
939,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,24,1998,2.1,138,3,34,65,39,3,138,1,0,0.0,1,100.0,42,174,109,3,2,0,3,1,87,8,Matches,2.1,1.0,DF,Leverkusen,Timothy Fosu-Mensah,0.4761904761904761,,0.0
940,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,29,1993,19.3,1116,59,306,491,332,20,1116,42,19,45.2,22,52.4,557,3479,2048,51,34,7,33,9,591,84,Matches,19.3,42.0,DF,Valencia,Dimitri Foulquier,2.176165803108808,,45.2
941,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,24,1998,21.8,1545,109,516,783,264,21,1545,48,27,56.3,18,37.5,778,4537,2657,47,36,1,21,15,895,18,Matches,21.8,48.0,DF,Villarreal,Juan Foyth,2.201834862385321,,56.3
942,Raphael Framberger,de GER,"DF,FW",Augsburg,de Bundesliga,26,1995,2.0,88,8,32,37,21,0,88,1,0,0.0,1,100.0,26,114,54,0,0,0,3,3,32,3,Matches,2.0,1.0,"DF,FW",Augsburg,Raphael Framberger,0.5,,0.0
943,Tyrese Francois,au AUS,FW,Fulham,eng Premier League,22,2000,0.0,5,0,1,3,1,0,5,0,0,,0,,1,0,0,0,0,0,1,0,2,1,Matches,0.0,0.0,FW,Fulham,Tyrese Francois,,,
944,Bartol Franjić,hr CRO,MF,Wolfsburg,de Bundesliga,22,2000,2.5,114,8,35,64,17,3,114,2,1,50.0,1,50.0,51,222,88,3,2,0,6,0,62,1,Matches,2.5,2.0,MF,Wolfsburg,Bartol Franjić,0.8,,50.0
945,Przemysław Frankowski,pl POL,"DF,MF",Lens,fr Ligue 1,27,1995,31.5,2129,79,428,815,904,57,2126,32,13,40.6,15,46.9,1364,7257,2684,51,49,10,30,15,1242,237,Matches,31.5,32.0,"DF,MF",Lens,Przemysław Frankowski,1.0158730158730158,,40.6
946,Ryan Fraser,sct SCO,FW,Newcastle Utd,eng Premier League,28,1994,3.5,147,1,18,51,80,9,147,2,1,50.0,0,0.0,94,600,322,8,7,1,7,1,107,23,Matches,3.5,2.0,FW,Newcastle Utd,Ryan Fraser,0.5714285714285714,37.5,50.0
947,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,22,1999,31.9,1417,68,280,704,456,109,1417,74,34,45.9,27,36.5,809,4866,2374,73,54,21,56,44,993,94,Matches,31.9,74.0,MF,Sassuolo,Davide Frattesi,2.319749216300941,,45.9
948,Oscar Fraulo,dk DEN,"FW,MF",Gladbach,de Bundesliga,18,2003,0.1,16,1,3,9,4,0,16,1,1,100.0,0,0.0,7,75,19,0,1,0,0,0,10,0,Matches,0.1,1.0,"FW,MF",Gladbach,Oscar Fraulo,10.0,,100.0
949,Fred,br BRA,MF,Manchester Utd,eng Premier League,29,1993,13.9,999,38,250,483,279,37,999,32,12,37.5,15,46.9,537,2158,1034,10,17,3,26,16,614,50,Matches,13.9,32.0,MF,Manchester Utd,Fred,2.302158273381295,,37.5
950,Ryan Fredericks,eng ENG,DF,Bournemouth,eng Premier League,29,1992,5.9,279,33,88,109,84,7,279,10,3,30.0,5,50.0,120,725,395,13,9,2,4,3,152,28,Matches,5.9,10.0,DF,Bournemouth,Ryan Fredericks,1.694915254237288,,30.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
951,Iván Fresneda,es ESP,DF,Valladolid,es La Liga,17,2004,19.4,1163,87,390,497,284,16,1163,42,15,35.7,19,45.2,563,3218,1672,48,26,7,22,18,625,101,Matches,19.4,42.0,DF,Valladolid,Iván Fresneda,2.164948453608248,,35.7
952,Remo Freuler,ch SUI,MF,Nott'ham Forest,eng Premier League,30,1992,24.0,1058,71,360,537,167,13,1058,12,6,50.0,4,33.3,491,2192,959,7,11,0,20,8,557,11,Matches,24.0,12.0,MF,Nott'ham Forest,Remo Freuler,0.5,,50.0
953,Michael Frey,ch SUI,FW,Schalke 04,de Bundesliga,28,1994,9.6,347,1,13,162,177,56,347,20,5,25.0,12,60.0,201,786,231,10,8,3,40,12,280,65,Matches,9.6,20.0,FW,Schalke 04,Michael Frey,2.083333333333333,,25.0
954,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,24,1998,28.8,2074,218,1052,934,101,7,2074,16,10,62.5,5,31.3,1186,5378,2540,14,11,0,19,9,1242,11,Matches,28.8,16.0,DF,Werder Bremen,Marco Friedl,0.5555555555555556,,62.5
955,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,26,1995,13.9,1094,121,640,426,38,21,1094,2,2,100.0,0,0.0,650,2870,1387,3,3,0,6,2,789,6,Matches,13.9,2.0,DF,Gladbach,Marvin Friedrich,0.1438848920863309,50.0,100.0
956,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,21,2000,30.1,1621,47,349,670,636,122,1621,165,85,51.5,51,30.9,909,7276,4495,155,103,46,88,49,1009,250,Matches,30.1,165.0,"DF,MF",Leverkusen,Jeremie Frimpong,5.48172757475083,30.2,51.5
957,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,24,1998,20.9,948,16,131,376,461,69,947,106,50,47.2,45,42.5,575,4471,2403,93,60,31,36,29,641,142,Matches,20.9,106.0,"FW,MF",Stuttgart,Chris Führich,5.07177033492823,,47.2
958,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,25,1996,9.5,600,6,52,280,276,19,600,32,13,40.6,16,50.0,471,2562,1039,20,33,5,18,11,445,70,Matches,9.5,32.0,"MF,FW",Lens,Angelo Fulgini,3.3684210526315788,,40.6
959,Angelo Fulgini,fr FRA,MF,Mainz 05,de Bundesliga,25,1996,5.8,320,6,36,177,110,14,320,25,8,32.0,14,56.0,199,800,326,3,6,2,12,7,228,43,Matches,5.8,25.0,MF,Mainz 05,Angelo Fulgini,4.310344827586207,43.2,32.0
960,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,29,1993,27.5,1227,31,70,635,534,131,1222,60,31,51.7,22,36.7,668,2854,1216,41,33,21,74,51,1005,200,Matches,27.5,60.0,FW,Werder Bremen,Niclas Füllkrug,2.1818181818181817,,51.7
961,Matteo Gabbia,it ITA,DF,Milan,it Serie A,22,1999,6.8,427,54,258,163,7,1,427,0,0,,0,,187,827,398,1,0,1,1,0,248,1,Matches,6.8,0.0,DF,Milan,Matteo Gabbia,0.0,38.9,
962,Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,it Serie A,30,1991,26.2,885,30,112,389,393,83,885,25,6,24.0,16,64.0,535,2482,1022,32,24,10,52,30,683,111,Matches,26.2,25.0,"FW,MF",Sampdoria,Manolo Gabbiadini,0.9541984732824428,,24.0
963,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,22,2000,0.8,79,0,3,39,38,8,79,3,2,66.7,0,0.0,53,240,123,4,2,2,2,4,64,9,Matches,0.8,3.0,MF,Napoli,Gianluca Gaetano,3.75,,66.7
964,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,28,1994,8.7,454,21,105,229,125,24,454,5,0,0.0,4,80.0,244,1435,787,20,10,1,9,2,315,22,Matches,8.7,5.0,MF,Inter,Roberto Gagliardini,0.574712643678161,,0.0
965,Adolfo Gaich,ar ARG,FW,Hellas Verona,it Serie A,23,1999,8.1,263,10,21,129,116,26,263,17,11,64.7,5,29.4,144,637,181,6,4,4,22,9,198,33,Matches,8.1,17.0,FW,Hellas Verona,Adolfo Gaich,2.098765432098765,30.8,64.7
966,Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,23,1999,16.2,591,6,42,266,298,76,591,48,23,47.9,13,27.1,374,2069,1134,36,32,12,43,36,448,109,Matches,16.2,48.0,"FW,MF",Liverpool,Cody Gakpo,2.9629629629629632,,47.9
967,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,27,1994,35.1,2506,87,712,1045,788,35,2506,154,72,46.8,61,39.6,1445,9172,5506,141,104,19,64,41,1492,244,Matches,35.1,154.0,DF,Celta Vigo,Javi Galán,4.387464387464387,,46.8
968,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,28,1993,27.2,1446,32,330,885,247,5,1446,39,19,48.7,13,33.3,786,3212,1294,20,13,0,16,15,911,21,Matches,27.2,39.0,MF,Mallorca,Iñigo Ruiz de Galarreta,1.4338235294117647,,48.7
969,Pablo Galdames Millán,cl CHI,MF,Cremonese,it Serie A,25,1996,8.2,389,18,93,211,89,6,389,10,2,20.0,7,70.0,192,721,338,5,6,0,12,5,229,17,Matches,8.2,10.0,MF,Cremonese,Pablo Galdames Millán,1.2195121951219514,,20.0
970,Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,22,2000,18.0,1134,32,198,529,421,59,1134,55,24,43.6,23,41.8,700,3523,1394,40,40,12,36,36,778,104,Matches,18.0,55.0,MF,Chelsea,Conor Gallagher,3.055555555555556,,43.6
971,Antonino Gallo,it ITA,DF,Lecce,it Serie A,22,2000,27.6,1509,91,472,646,415,14,1509,29,15,51.7,10,34.5,683,4301,2501,71,44,5,22,7,706,65,Matches,27.6,29.0,DF,Lecce,Antonino Gallo,1.0507246376811594,,51.7
972,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29,1993,29.6,1055,954,1053,2,0,0,1055,0,0,,0,,620,3049,1706,0,1,1,0,0,386,0,Matches,29.6,0.0,GK,Troyes,Gauthier Gallon,0.0,,
973,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,32,1989,16.4,830,62,295,393,147,2,830,14,6,42.9,6,42.9,339,1516,718,10,9,1,10,4,415,21,Matches,16.4,14.0,DF,Bochum,Cristian Gamboa,0.853658536585366,50.0,42.9
974,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,35,1987,23.3,946,7,71,431,454,102,944,49,19,38.8,24,49.0,723,4243,1691,48,51,17,47,27,693,158,Matches,23.3,49.0,FW,Strasbourg,Kévin Gameiro,2.103004291845493,,38.8
975,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,32,1989,28.6,1563,77,451,893,237,11,1563,35,19,54.3,9,25.7,821,3942,1829,27,26,3,31,18,845,19,Matches,28.6,35.0,MF,Everton,Idrissa Gana Gueye,1.2237762237762235,,54.3
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
976,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,23,1999,16.9,507,13,53,227,237,80,507,30,10,33.3,18,60.0,342,2040,670,27,9,10,40,19,359,101,Matches,16.9,30.0,"FW,MF",Nantes,Ignatius Ganago,1.775147928994083,,33.3
977,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,23,1999,0.7,17,0,2,13,3,0,17,1,0,0.0,1,100.0,13,120,30,0,1,0,2,2,11,3,Matches,0.7,1.0,FW,Lens,Ignatius Ganago,1.4285714285714286,,0.0
978,Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",Bochum,de Bundesliga,26,1996,2.7,118,3,5,45,69,18,118,7,3,42.9,4,57.1,51,246,79,5,2,6,7,1,92,19,Matches,2.7,7.0,"FW,MF",Bochum,Silvère Ganvoula M'Boussy,2.592592592592593,,42.9
979,Aleix García,es ESP,MF,Girona,es La Liga,25,1997,26.0,1867,68,386,1003,490,23,1867,26,13,50.0,9,34.6,1041,4868,2266,41,35,7,19,12,1302,76,Matches,26.0,26.0,MF,Girona,Aleix García,1.0,40.4,50.0
980,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,29,1992,31.9,1347,30,208,346,809,118,1347,52,21,40.4,25,48.1,785,4400,2237,116,28,45,52,17,834,293,Matches,31.9,52.0,"FW,MF",Rayo Vallecano,Álvaro García,1.6300940438871474,,40.4
981,Borja García,es ESP,"MF,FW",Girona,es La Liga,31,1990,7.5,347,8,69,186,92,10,347,14,6,42.9,5,35.7,227,1030,394,7,9,0,6,11,253,32,Matches,7.5,14.0,"MF,FW",Girona,Borja García,1.8666666666666667,,42.9
982,Carlos García,es ESP,DF,Cádiz,es La Liga,22,2000,0.3,28,2,12,15,1,1,28,1,1,100.0,0,0.0,15,50,27,0,0,0,0,0,17,0,Matches,0.3,1.0,DF,Cádiz,Carlos García,3.333333333333333,,100.0
983,Dani García,es ESP,MF,Athletic Club,es La Liga,32,1990,16.5,868,43,183,560,130,5,868,2,2,100.0,0,0.0,411,1289,514,6,6,0,6,4,497,8,Matches,16.5,2.0,MF,Athletic Club,Dani García,0.1212121212121212,,100.0
984,David García,es ESP,DF,Osasuna,es La Liga,28,1994,29.8,1742,198,830,862,53,22,1742,4,4,100.0,0,0.0,908,4507,2507,16,8,1,8,2,1019,4,Matches,29.8,4.0,DF,Osasuna,David García,0.1342281879194631,,100.0
985,Eric García,es ESP,"DF,MF",Barcelona,es La Liga,21,2001,15.7,1397,97,538,781,84,5,1397,4,2,50.0,2,50.0,918,4539,2686,25,22,0,10,2,1049,6,Matches,15.7,4.0,"DF,MF",Barcelona,Eric García,0.2547770700636942,,50.0
986,Fran Garcia,es ESP,DF,Rayo Vallecano,es La Liga,22,1999,37.9,2441,102,645,1109,728,26,2441,68,31,45.6,30,44.1,1351,9732,6294,183,142,12,47,11,1418,167,Matches,37.9,68.0,DF,Rayo Vallecano,Fran Garcia,1.7941952506596306,,45.6
987,Joan García,es ESP,GK,Espanyol,es La Liga,21,2001,1.0,31,23,30,1,0,0,31,0,0,,0,,20,85,41,0,0,0,0,0,16,0,Matches,1.0,0.0,GK,Espanyol,Joan García,0.0,26.9,
988,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,36,1986,10.7,446,9,32,192,224,68,446,12,6,50.0,5,41.7,230,940,453,12,15,2,13,8,321,62,Matches,10.7,12.0,"FW,MF",Athletic Club,Raúl García,1.121495327102804,,50.0
989,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,29,1993,12.9,711,18,100,277,339,26,711,16,6,37.5,9,56.3,385,1773,657,16,13,3,27,10,465,92,Matches,12.9,16.0,"FW,MF",Osasuna,Rubén García,1.2403100775193798,,37.5
990,Unai García,es ESP,DF,Osasuna,es La Liga,30,1992,19.0,957,89,456,479,32,8,957,8,5,62.5,2,25.0,515,2518,1458,11,6,0,5,5,572,3,Matches,19.0,8.0,DF,Osasuna,Unai García,0.4210526315789473,,62.5
991,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,eng Premier League,18,2004,6.3,305,3,29,84,196,59,305,44,12,27.3,27,61.4,220,1666,896,33,27,28,27,14,235,85,Matches,6.3,44.0,"FW,MF",Manchester Utd,Alejandro Garnacho,6.984126984126984,,27.3
992,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,21,2001,8.9,441,22,97,201,150,9,441,14,7,50.0,6,42.9,216,1185,564,8,9,1,11,3,225,18,Matches,8.9,14.0,"MF,DF",Everton,James Garner,1.5730337078651684,,50.0
993,Felix Garreta,es ESP,DF,Betis,es La Liga,18,2004,1.0,47,7,25,22,0,0,47,0,0,,0,,30,98,47,0,0,0,0,0,30,0,Matches,1.0,0.0,DF,Betis,Felix Garreta,0.0,,
994,Aleix Garrido,es ESP,FW,Barcelona,es La Liga,18,2004,0.1,7,0,4,0,3,1,7,1,0,0.0,1,100.0,4,30,18,0,0,0,0,0,3,0,Matches,0.1,1.0,FW,Barcelona,Aleix Garrido,10.0,,0.0
995,Sékou Gassama,sn SEN,FW,Valladolid,es La Liga,27,1995,0.4,12,1,1,4,7,4,12,0,0,,0,,7,25,16,1,0,1,1,0,8,1,Matches,0.4,0.0,FW,Valladolid,Sékou Gassama,0.0,,
996,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,34,1988,28.9,2358,80,628,1426,325,6,2358,25,9,36.0,14,56.0,1799,8404,3491,13,30,1,26,12,1646,27,Matches,28.9,25.0,MF,Clermont Foot,Johan Gastien,0.8650519031141869,,36.0
997,Federico Gatti,it ITA,DF,Juventus,it Serie A,24,1998,16.1,1116,100,527,532,71,23,1116,11,8,72.7,2,18.2,721,3952,2208,18,14,1,8,6,806,13,Matches,16.1,11.0,DF,Juventus,Federico Gatti,0.6832298136645962,,72.7
998,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,17,2004,28.1,1509,27,148,797,578,71,1509,63,27,42.9,26,41.3,1002,5348,2505,49,68,8,56,33,1133,153,Matches,28.1,63.0,"MF,FW",Barcelona,Gavi,2.241992882562277,,42.9
999,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,30,1992,28.0,1140,981,1133,7,0,0,1140,1,1,100.0,0,0.0,667,3263,1663,0,0,0,3,2,504,0,Matches,28.0,1.0,GK,Girona,Paulo Gazzaniga,0.0357142857142857,,100.0
1000,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,31,1990,38.0,1302,1116,1297,5,0,0,1302,0,0,,0,,781,3589,2147,0,0,0,0,0,783,0,Matches,38.0,0.0,GK,Manchester Utd,David de Gea,0.0,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
1001,Dario Gebuhr,de GER,DF,Eint Frankfurt,de Bundesliga,19,2003,0.2,13,0,5,6,2,0,13,0,0,,0,,6,31,15,0,0,0,0,0,11,0,Matches,0.2,0.0,DF,Eint Frankfurt,Dario Gebuhr,0.0,,
1002,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,24,1998,21.7,1027,36,218,618,202,7,1027,16,9,56.3,5,31.3,525,2874,1267,21,11,0,22,8,582,22,Matches,21.7,16.0,MF,Hoffenheim,Dennis Geiger,0.7373271889400922,,56.3
1003,Joe Gelhardt,eng ENG,FW,Leeds United,eng Premier League,20,2002,2.4,115,4,10,52,54,14,115,9,1,11.1,7,77.8,68,189,66,2,2,2,9,7,84,21,Matches,2.4,9.0,FW,Leeds United,Joe Gelhardt,3.75,,11.1
1004,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,22,2000,34.5,1811,106,616,778,436,16,1811,35,14,40.0,17,48.6,757,4118,2380,47,34,4,48,12,787,107,Matches,34.5,35.0,DF,Lecce,Valentin Gendrey,1.0144927536231885,,40.0
1005,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,23,1999,7.3,435,18,106,208,126,16,435,23,8,34.8,14,60.9,289,1596,677,9,14,2,14,6,263,34,Matches,7.3,23.0,MF,Toulouse,Denis Genreau,3.150684931506849,,34.8
1006,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,28,1994,20.7,856,34,161,445,254,55,856,16,4,25.0,11,68.8,468,2089,842,12,11,3,22,10,557,88,Matches,20.7,16.0,MF,Wolfsburg,Yannick Gerhardt,0.7729468599033816,,25.0
1007,Valère Germain,fr FRA,"FW,MF",Montpellier,fr Ligue 1,32,1990,7.6,313,11,33,147,135,35,313,2,1,50.0,1,50.0,183,745,196,6,7,2,21,9,202,46,Matches,7.6,2.0,"FW,MF",Montpellier,Valère Germain,0.2631578947368421,,50.0
1008,Gerson,br BRA,MF,Marseille,fr Ligue 1,25,1997,4.6,244,4,31,113,103,11,244,7,2,28.6,3,42.9,199,1052,408,9,7,3,14,15,199,29,Matches,4.6,7.0,MF,Marseille,Gerson,1.5217391304347827,,28.6
1009,Ismaël Gharbi,es ESP,"MF,FW",Paris S-G,fr Ligue 1,18,2004,0.6,47,1,3,25,20,2,47,6,5,83.3,1,16.7,42,298,160,3,1,0,1,1,39,8,Matches,0.6,6.0,"MF,FW",Paris S-G,Ismaël Gharbi,10.0,,83.3
1010,Paolo Ghiglione,it ITA,DF,Cremonese,it Serie A,25,1997,7.9,359,16,106,135,122,9,359,11,2,18.2,9,81.8,153,736,381,5,7,1,6,4,178,35,Matches,7.9,11.0,DF,Cremonese,Paolo Ghiglione,1.3924050632911391,,18.2
1011,Saman Ghoddos,ir IRN,"MF,FW",Brentford,eng Premier League,28,1993,1.5,98,7,23,38,40,3,98,2,0,0.0,2,100.0,42,164,92,1,2,0,3,1,44,6,Matches,1.5,2.0,"MF,FW",Brentford,Saman Ghoddos,1.3333333333333333,,0.0
1012,Faouzi Ghoulam,dz ALG,DF,Angers,fr Ligue 1,31,1991,5.3,364,27,114,162,89,1,364,5,3,60.0,0,0.0,221,1093,526,4,6,0,1,2,218,20,Matches,5.3,5.0,DF,Angers,Faouzi Ghoulam,0.9433962264150944,,60.0
1013,Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,eng Premier League,22,2000,2.0,119,1,18,53,49,4,119,8,2,25.0,5,62.5,62,257,137,4,3,1,3,1,82,12,Matches,2.0,8.0,"FW,MF",Wolves,Morgan Gibbs-White,4.0,33.3,25.0
1014,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,22,2000,33.0,1447,20,169,626,680,76,1445,97,48,49.5,43,44.3,764,4463,2187,69,62,19,91,44,902,157,Matches,33.0,97.0,"MF,FW",Nott'ham Forest,Morgan Gibbs-White,2.9393939393939394,,49.5
1015,Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,30,1991,14.5,889,37,254,322,319,22,889,14,4,28.6,8,57.1,349,1310,593,14,8,0,17,6,416,50,Matches,14.5,14.0,DF,Union Berlin,Niko Gießelmann,0.9655172413793104,,28.6
1016,Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,28,1993,20.9,1374,159,573,704,107,30,1374,9,4,44.4,4,44.4,938,5796,3346,33,29,0,11,3,855,19,Matches,20.9,9.0,DF,Marseille,Samuel Gigot,0.430622009569378,,44.4
1017,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,34,1987,23.0,1221,960,1213,10,0,0,1221,0,0,,0,,713,4039,2275,0,0,0,2,0,552,0,Matches,23.0,0.0,GK,Augsburg,Rafał Gikiewicz,0.0,,
1018,Bryan Gil,es ESP,"MF,FW",Tottenham,eng Premier League,21,2001,1.6,80,1,13,30,37,2,80,5,2,40.0,3,60.0,55,337,145,4,3,0,5,3,61,15,Matches,1.6,5.0,"MF,FW",Tottenham,Bryan Gil,3.125,,40.0
1019,Bryan Gil,es ESP,"FW,DF",Sevilla,es La Liga,21,2001,10.2,515,10,81,188,254,25,515,45,19,42.2,17,37.8,339,1802,743,28,21,4,31,18,337,75,Matches,10.2,45.0,"FW,DF",Sevilla,Bryan Gil,4.411764705882353,,42.2
1020,David Gil,es ESP,GK,Cádiz,es La Liga,28,1994,4.0,144,123,144,0,0,0,144,0,0,,0,,68,453,235,0,0,0,0,0,36,0,Matches,4.0,0.0,GK,Cádiz,David Gil,0.0,,
1021,Óscar Gil,es ESP,DF,Espanyol,es La Liga,25,1997,28.4,1334,88,406,570,371,27,1334,49,23,46.9,22,44.9,576,2930,1283,39,24,5,52,14,602,111,Matches,28.4,49.0,DF,Espanyol,Óscar Gil,1.7253521126760565,,46.9
1022,Mario Gila,es ESP,DF,Lazio,it Serie A,21,2000,1.0,71,6,36,33,2,0,71,0,0,,0,,42,247,99,1,1,0,1,1,46,2,Matches,1.0,0.0,DF,Lazio,Mario Gila,0.0,,
1023,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,21,2001,5.6,453,15,112,276,71,4,453,6,2,33.3,2,33.3,248,1157,583,5,8,1,6,5,350,4,Matches,5.6,6.0,MF,Brighton,Billy Gilmour,1.0714285714285714,,33.3
1024,Álvaro Giménez,es ESP,FW,Cádiz,es La Liga,31,1991,0.2,5,0,0,2,3,0,5,1,0,0.0,1,100.0,3,6,0,0,0,0,1,0,3,2,Matches,0.2,1.0,FW,Cádiz,Álvaro Giménez,5.0,,0.0
1025,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,18,2004,1.5,102,1,9,74,19,3,102,3,1,33.3,2,66.7,58,255,142,3,3,1,1,1,75,7,Matches,1.5,3.0,MF,Torino,Gvidas Gineitis,2.0,,33.3
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
